,重量,貨名,單價,單位,倉位,date,Origin,brand,name,grade,category
2400,抄,西 jamondul ibericos 豬肋條,$ 120.0,kg,其士,2-jan-24.pdf,西,jamondul ibericos,豬肋條,,Pork
2401,15kg,巴 sulita 豬耳,$ 9 .0,磅,其士,2-jan-24.pdf,巴,sulita,豬耳,,Pork
2402,15kg,巴 alibem 豬肚,$ 9 .0,磅,其士,2-jan-24.pdf,巴,alibem,豬肚,,Pork
2403,18kg,巴 frimesa 豬肚,$ 1 1.2,磅,其士,2-jan-24.pdf,巴,frimesa,豬肚,,Pork
2404,18kg,巴 frimesa 豬舌,$ 6 .0,磅,其士,2-jan-24.pdf,巴,frimesa,豬舌,,Pork
2405,20kg,巴 frimesa 豬手,$ 4 .6,磅,其士,2-jan-24.pdf,巴,frimesa,豬手,,Pork
2406,18kg,巴 seara 豬手,$ 3 .5,磅,其士,2-jan-24.pdf,巴,seara,豬手,,Pork
2407,抄,巴 alegra 豬踭 (0.8-1kg),$ 7 .8,磅,其士,2-jan-24.pdf,巴,alegra,豬踭,,Pork
2408,15kg,丹 tican 豬踭,$ 7 .2,磅,其士,2-jan-24.pdf,丹,tican,豬踭,,Pork
2409,20kg,波 豬後筒骨 pl30251102,$ 2 .2,磅,其士,2-jan-24.pdf,波,,後筒骨,,Pork
2410,20kg,波 豬前筒骨 pl30251102,$ 2 .2,磅,其士,2-jan-24.pdf,波,,豬前筒骨,,Pork
2411,10kg,波 animex 豬頸湯骨,$ 4 .1,磅,其士,2-jan-24.pdf,波,excel,豬頸湯骨,,Pork
2412,20kg,波 豬脊骨 pl30251102,$ 3 .2,磅,其士,2-jan-24.pdf,波,,波 豬脊骨 pl30251102,,Pork
2413,10kg,巴 aurora 豬腩排條,$ 1 2.0,磅,其士,2-jan-24.pdf,巴,aurora,豬腩排條,,Pork
2414,抄,巴 dom glutao 牛前筒骨,$ 5 .2,磅,其士,24-jul-23.pdf,巴,dom glutao,牛前筒骨,,Beef
2415,抄,英 國 牛坑腩 uk-9012,$ 8 .0,磅,其士,24-jul-23.pdf,英 國,hewitt,牛坑腩,,Beef
2416,抄,巴 mataboi 牛坑腩 80vl p-3112,$ 1 3.5,磅,其士,24-jul-23.pdf,巴,boi brasil,牛坑腩,,Beef
2417,抄,巴 plena 牛坑腩 80vl,$ 1 3.5,磅,其士,24-jul-23.pdf,巴,plena,牛坑腩,,Beef
2418,抄,美 i. b. p 牛下肩肉眼卷(1x1) prime,$ 4 3.0,磅,其士,24-jul-23.pdf,美,ibp,牛下肩肉眼卷,1x1,Beef
2419,抄,加 excel 牛下肩肉眼卷(1x1) prime p-93,$ 4 0.0,磅,其士,24-jul-23.pdf,加,excel,牛下肩肉眼卷,1x1,Beef
2420,抄,美 i. b. p 牛下肩肉眼卷(1x1) cab,$ 4 0.0,磅,其士,24-jul-23.pdf,美,ibp,牛下肩肉眼卷,1x1,Beef
2421,抄,美 excel 肩 胛 翼 prime,$ 7 8.0,磅,其士,24-jul-23.pdf,美,excel,肩 胛 翼 prime,,
2422,抄,美 excel 肩 胛 翼 cab,$ 6 2.0,磅,其士,24-jul-23.pdf,美,excel,肩 胛 翼 cab,,
2423,抄,巴 minerva 牛細腩包 p-2911/451/791,$ 1 6.0,磅,其士,24-jul-23.pdf,巴,minerva,牛細腩包,,Beef
2424,抄,巴 plena 牛細腩包,$ 1 6.0,磅,其士,24-jul-23.pdf,巴,plena,牛細腩包,,Beef
2425,抄,巴 anglo 牛冧,$ 1 7.5,磅,其士,24-jul-23.pdf,巴,anglo,牛冧,,Beef
2426,抄,巴 boi brasil 牛冧,$ 1 7.5,磅,其士,24-jul-23.pdf,巴,boi brasil,牛冧,,Beef
2427,抄,巴 masterboi 牛冧,$ 1 7.5,磅,其士,24-jul-23.pdf,巴,boi brasil,牛冧,,Beef
2428,抄,巴 minerva 牛冧,$ 1 7.5,磅,其士,24-jul-23.pdf,巴,minerva,牛冧,,Beef
2429,抄,巴 j.a 牛冧,$ 1 7.5,磅,其士,24-jul-23.pdf,巴,,牛冧,,Beef
2430,抄**,巴 barra mansa 牛肋條,$ 2 7.0,磅,其士,24-jul-23.pdf,巴,barra mansa,牛肋條,,Beef
2431,抄,美 national 牛肋條,$ 4 1.0,磅,其士,24-jul-23.pdf,美,national beef,牛肋條,,Beef
2432,抄,巴 minerva 金 錢 𦟌,$ 2 7.0,磅,其士,24-jul-23.pdf,巴,minerva,金 錢 𦟌,,
2433,抄,加 canadian diamond 金 錢 𦟌,$ 2 7.0,磅,其士,24-jul-23.pdf,加,canadian diamond,金 錢 𦟌,,
2434,抄,加 excel 金 錢 𦟌,$ 2 7.0,磅,其士,24-jul-23.pdf,加,excel,金 錢 𦟌,,
2435,抄,美 i. b. p 金 錢 𦟌 choice (有label),$ 3 5.0,磅,其士,24-jul-23.pdf,美,ibp,金 錢 𦟌 choice (有label),,
2436,抄,美 national 金 錢 𦟌,$ 3 3.5,磅,其士,24-jul-23.pdf,美,national beef,金 錢 𦟌,,
2437,抄,美 i. b. p 金 錢 𦟌 nr (有label),$ 3 5.0,磅,其士,24-jul-23.pdf,美,ibp,金 錢 𦟌 nr (有label),,
2438,抄,英 牛仔骨 3 支骨 6/7/8 5106/8046/1598/1541/1958,$ 1 8.0,磅,其士,24-jul-23.pdf,英,,牛仔骨,,Beef
2439,抄,加 excel 牛仔骨 3 支骨 prime p-51,$ 6 0.0,磅,其士,24-jul-23.pdf,加,excel,牛仔骨,,Beef
2440,抄,美 national 牛仔骨 3 支骨 prime,$ 6 0.0,磅,其士,24-jul-23.pdf,美,national beef,牛仔骨,,Beef
2441,抄,美 i. b. p. 牛仔骨 3 支骨 cab,$ 4 7.0,磅,其士,24-jul-23.pdf,美,ibp,牛仔骨,,Beef
2442,抄,美 i. b. p. 牛仔骨 3 支骨 choice,$ 4 5.0,磅,其士,24-jul-23.pdf,美,ibp,牛仔骨,,Beef
2443,抄,美 showcase 牛仔骨 3 支骨 select,$ 3 0.0,磅,其士,24-jul-23.pdf,美,showcase,牛仔骨,,Beef
2444,抄,美 i. b. p. 肥牛肉肩胛 cab prime p-245c,$ 8 2.5,磅,其士,24-jul-23.pdf,美,ibp,肩胛,,Beef
2445,抄,美 i. b. p. 肥牛肉肩胛 prime p-278,$ 8 0.0,磅,其士,24-jul-23.pdf,美,ibp,肩胛,,Beef
2446,抄,美 i. b. p. 肥牛肉肩胛 prime p-245l,$ 8 0.0,磅,其士,24-jul-23.pdf,美,ibp,肩胛,,Beef
2447,抄,美 i. b. p. 肥牛肉肩胛 prime p-245e,$ 8 0.0,磅,其士,24-jul-23.pdf,美,ibp,肩胛,,Beef
2448,抄,美 i. b. p. 肥牛肉肩胛 cab p-245l,$ 5 6.0,磅,其士,24-jul-23.pdf,美,ibp,肩胛,,Beef
2449,抄,美 i. b. p. 肥牛肉肩胛 cab p-245e,$ 5 6.0,磅,其士,24-jul-23.pdf,美,ibp,肩胛,,Beef
2450,抄,美 i. b. p. 肥牛肉肩胛 cab p-278,$ 5 6.0,磅,其士,24-jul-23.pdf,美,ibp,肩胛,,Beef
2451,抄**,美 national 去骨牛小排 prime,$ 148.0,磅,其士,24-jul-23.pdf,美,national beef,去骨牛小排,,Beef
2452,抄,美 national 去骨牛小排 cab,$ 120.0,磅,其士,24-jul-23.pdf,美,national beef,去骨牛小排,,Beef
2453,抄**,美 i. b. p. 去骨牛小排 choice p-245l,$ 103.0,磅,其士,24-jul-23.pdf,美,ibp,去骨牛小排,,Beef
2454,抄,美 i. b. p. 去骨牛小排 choice p-278,$ 103.0,磅,其士,24-jul-23.pdf,美,ibp,去骨牛小排,,Beef
2455,抄,美 excel 肥牛肉 pastrami prime 6x12,$ 4 4.5,磅,其士,24-jul-23.pdf,美,excel,肥牛肉 pastrami prime 6x12,,Beef
2456,抄,美 excel 肥牛肉 pastrami choice 6x12,$ 4 1.0,磅,其士,24-jul-23.pdf,美,excel,肥牛肉 pastrami choice 6x12,,Beef
2457,抄,美 ibp 肥牛肉 pastrami choice 6x12,$ 4 3.0,磅,其士,24-jul-23.pdf,美,ibp,肥牛肉 pastrami choice 6x12,,Beef
2458,抄,美 excel 肥牛肉 pastrami prime 9x12,$ 3 7.0,磅,其士,24-jul-23.pdf,美,excel,肥牛肉 pastrami prime 9x12,9x12,Beef
2459,抄,美 excel 肥牛肉 pastrami choice 9x12,$ 3 2.0,磅,其士,24-jul-23.pdf,美,excel,肥牛肉 pastrami choice 9x12,9x12,Beef
2460,抄,加 excel 肥牛肉 pastrami a/aa 9x12,$ 3 0.0,磅,其士,24-jul-23.pdf,加,excel,肥牛肉 pastrami a/aa 9x12,9x12,Beef
2461,抄**,墨 sukarne 肥牛肉 super obento plate,$ 2 0.5,磅,其士,24-jul-23.pdf,墨,sukarne,肥牛肉 super obento plate,,Beef
2462,抄,英國 肥牛肉 super upper plate,$ 2 2.5,磅,其士,24-jul-23.pdf,英,pif paf,er plate,,
2463,抄**,美 ibp 肥牛肉 karubi choice,$ 3 6.0,磅,其士,24-jul-23.pdf,美,ibp,肥牛肉 karubi choice,,Beef
2464,10kg,德 tonnies 餅裝 豬肋排,$ 1 1.5,磅,其士,24-jul-23.pdf,德,tonnies,豬肋排,餅裝,Pork
2465,抄,美 smithfield 豬肋排 st. louis style 零售裝,$ 2 5.0,磅,其士,24-jul-23.pdf,美,smithfield,豬肋排,零售,Pork
2466,抄,巴 alegra 豬四肉,$ 8 .6,磅,其士,24-jul-23.pdf,巴,alegra,豬四肉,,Pork
2467,25kg,巴 aurora 豬四肉,$ 8 .4,磅,其士,24-jul-23.pdf,巴,aurora,豬四肉,,Pork
2468,抄,巴 palmali 豬四肉,$ 8 .4,磅,其士,24-jul-23.pdf,巴,palmali,豬四肉,,Pork
2469,抄,西 artigas duroc 豬扒法式,$ 4 2.0,磅,其士,24-jul-23.pdf,西,artigas duroc,豬扒,,Pork
2470,抄,西 artigas duroc 豬肋條,$ 3 8.0,磅,其士,24-jul-23.pdf,西,artigas duroc,豬肋條,,Pork
2471,抄,西 artigas duroc 豬腩無皮挑骨,$ 3 2.0,磅,其士,24-jul-23.pdf,西,artigas duroc,豬腩無皮挑骨,挑骨,Pork
2472,抄,西 pernam ibericos 豬背骨,$ 6 5.0,kg,其士,24-jul-23.pdf,西,pernam ibericos,豬背骨,,Pork
2473,抄,西 jamondul ibericos 豬梅肉,$ 198.0,kg,其士,24-jul-23.pdf,西,jamondul ibericos,豬梅肉,,Pork
2474,18kg,巴 seara 豬手,$ 3 .3,磅,其士,24-jul-23.pdf,巴,seara,豬手,,Pork
2475,10kg,挪 威 豬 手 (短),$ 1 .4,磅,其士,24-jul-23.pdf,挪 威,,挪 威 豬 手 (短),短,Pork
2476,20kg,波 豬後筒骨 pl30251102,$ 2 .2,磅,其士,24-jul-23.pdf,波,,後筒骨,,Pork
2477,20kg,波 豬前筒骨 pl30251102,$ 2 .2,磅,其士,24-jul-23.pdf,波,,豬前筒骨,,Pork
2478,10kg,挪 威 豬軟骨 p-no 109,$ 1 0.5,磅,其士,24-jul-23.pdf,挪 威,p109,豬軟骨,,Pork
2479,抄,巴 dom glutao 牛前筒骨,$ 5 .2,磅,其士,14-jun-23.pdf,巴,dom glutao,牛前筒骨,,Beef
2480,抄,英 國 牛坑腩 uk-9012,$ 8 .0,磅,其士,14-jun-23.pdf,英 國,hewitt,牛坑腩,,Beef
2481,抄,巴 mataboi 牛坑腩 80vl p-3112,$ 1 3.7,磅,其士,14-jun-23.pdf,巴,boi brasil,牛坑腩,,Beef
2482,抄,巴 plena 牛坑腩 80vl,$ 1 3.7,磅,其士,14-jun-23.pdf,巴,plena,牛坑腩,,Beef
2483,抄,加 excel 牛下肩肉眼卷(1x1) prime p-93,$ 3 9.0,磅,其士,14-jun-23.pdf,加,excel,牛下肩肉眼卷,1x1,Beef
2484,抄,美 i. b. p 牛下肩肉眼卷(1x1) cab,$ 3 9.0,磅,其士,14-jun-23.pdf,美,ibp,牛下肩肉眼卷,1x1,Beef
2485,抄,美 excel 肩 胛 翼 cab,$ 5 4.0,磅,其士,14-jun-23.pdf,美,excel,肩 胛 翼 cab,,
2486,抄,巴 minerva 牛細腩包 p-2911/451/791,$ 1 7.0,磅,其士,14-jun-23.pdf,巴,minerva,牛細腩包,,Beef
2487,抄,巴 plena 牛細腩包,$ 1 7.0,磅,其士,14-jun-23.pdf,巴,plena,牛細腩包,,Beef
2488,抄,巴 anglo 牛冧,$ 1 7.3,磅,其士,14-jun-23.pdf,巴,anglo,牛冧,,Beef
2489,抄,巴 boi brasil 牛冧,$ 1 7.3,磅,其士,14-jun-23.pdf,巴,boi brasil,牛冧,,Beef
2490,抄,巴 quality beef 牛冧,$ 1 7.3,磅,其士,14-jun-23.pdf,巴,quality beef,牛冧,,Beef
2491,抄,巴 fortefrigo 牛冧,$ 1 7.3,磅,其士,14-jun-23.pdf,巴,fortefrigo,牛冧,,Beef
2492,抄,巴 masterboi 牛冧,$ 1 7.3,磅,其士,14-jun-23.pdf,巴,boi brasil,牛冧,,Beef
2493,抄,巴 minerva 牛冧,$ 1 7.3,磅,其士,14-jun-23.pdf,巴,minerva,牛冧,,Beef
2494,抄**,巴 masterboi 鯉魚管,$ 2 0.0,磅,其士,14-jun-23.pdf,巴,boi brasil,鯉魚管,,Beef
2495,抄,美 national 牛肋條,$ 3 9.0,磅,其士,14-jun-23.pdf,美,national beef,牛肋條,,Beef
2496,抄,美 i. b. p. 牛板腱 prime,$ 5 4.0,磅,其士,14-jun-23.pdf,美,ibp,牛板腱,,Beef
2497,抄**,美 excel 牛板腱 prime,$ 5 3.0,磅,其士,14-jun-23.pdf,美,excel,牛板腱,,Beef
2498,抄,美 i. b. p. 牛板腱 cab,$ 4 8.0,磅,其士,14-jun-23.pdf,美,ibp,牛板腱,,Beef
2499,抄,加 excel 牛板腱 aaa p-93,$ 4 0.0,磅,其士,14-jun-23.pdf,加,excel,牛板腱,,Beef
2500,抄,美 i. b. p. 牛t骨 (0x1) cab,$ 7 6.0,磅,其士,14-jun-23.pdf,美,ibp,牛t骨 (0x1) cab,,Beef
2501,抄,阿 conallison (s) 牛t骨,$ 3 3.0,磅,其士,14-jun-23.pdf,阿,conallison,(s) 牛t骨,,Beef
2502,抄,英 牛仔骨 3 支骨 6/7/8 5106/8046/1598/1541/1958,$ 1 8.0,磅,其士,14-jun-23.pdf,英,,牛仔骨,,Beef
2503,抄,英 kepak 牛仔骨 3 支骨 6/7/8 7176/8073/1106,$ 2 0.5,磅,其士,14-jun-23.pdf,英,kepak,牛仔骨,,Beef
2504,抄,加 excel 牛仔骨 3 支骨 prime p-51,$ 6 0.0,磅,其士,14-jun-23.pdf,加,excel,牛仔骨,,Beef
2505,抄,美 national 牛仔骨 3 支骨 prime,$ 6 0.0,磅,其士,14-jun-23.pdf,美,national beef,牛仔骨,,Beef
2506,抄 **,美 i. b. p. 牛仔骨 3 支骨 cab,$ 4 8.0,磅,其士,14-jun-23.pdf,美,ibp,牛仔骨,,Beef
2507,抄 **,美 i. b. p. 牛仔骨 3 支骨 choice,$ 4 5.0,磅,其士,14-jun-23.pdf,美,ibp,牛仔骨,,Beef
2508,抄,美 showcase 牛仔骨 3 支骨 select,$ 3 0.0,磅,其士,14-jun-23.pdf,美,showcase,牛仔骨,,Beef
2509,抄,美 i. b. p. 肥牛肉肩胛 cab prime p-245c,$ 8 3.0,磅,其士,14-jun-23.pdf,美,ibp,肩胛,,Beef
2510,抄,美 i. b. p. 肥牛肉肩胛 prime p-245l,$ 8 0.0,磅,其士,14-jun-23.pdf,美,ibp,肩胛,,Beef
2511,抄,美 i. b. p. 肥牛肉肩胛 prime p-278,$ 8 0.0,磅,其士,14-jun-23.pdf,美,ibp,肩胛,,Beef
2512,抄,美 i. b. p. 肥牛肉肩胛 cab p-245l,$ 5 6.0,磅,其士,14-jun-23.pdf,美,ibp,肩胛,,Beef
2513,抄,美 i. b. p. 肥牛肉肩胛 cab p-245e,$ 5 6.0,磅,其士,14-jun-23.pdf,美,ibp,肩胛,,Beef
2514,抄,美 i. b. p. 肥牛肉肩胛 cab p-278,$ 5 6.0,磅,其士,14-jun-23.pdf,美,ibp,肩胛,,Beef
2515,抄,加 canadian diamond 去骨牛小排 cab p-38,$ 108.0,磅,其士,14-jun-23.pdf,加,canadian diamond,去骨牛小排,,Beef
2516,抄,美 excel 肥牛肉 pastrami prime 6x12,$ 4 4.5,磅,其士,14-jun-23.pdf,美,excel,肥牛肉 pastrami prime 6x12,,Beef
2517,抄,美 excel 肥牛肉 pastrami choice 6x12,$ 4 1.0,磅,其士,14-jun-23.pdf,美,excel,肥牛肉 pastrami choice 6x12,,Beef
2518,"抄
抄",美 ibp 肥牛肉 pastrami choice 6x12,$ 4 3.0,磅,其士,14-jun-23.pdf,美,ibp,肥牛肉 pastrami choice 6x12,,Beef
2519,抄**,美 excel 肥牛肉 pastrami choice 9x12,$ 3 5.0,磅,其士,14-jun-23.pdf,美,excel,肥牛肉 pastrami choice 9x12,9x12,Beef
2520,抄,加 excel 肥牛肉 pastrami a/aa 9x12,$ 3 3.0,磅,其士,14-jun-23.pdf,加,excel,肥牛肉 pastrami a/aa 9x12,9x12,Beef
2521,抄,英國 肥牛肉 super upper plate,$ 2 2.5,磅,其士,14-jun-23.pdf,英,pif paf,er plate,,
2522,22kg,巴 alibem 分包 豬肋排,$ 1 1.7,磅,其士,14-jun-23.pdf,巴,alibem,豬肋排,分包,Pork
2523,抄,巴 alegra 分包 豬肋排,$ 1 1.7,磅,其士,14-jun-23.pdf,巴,alegra,豬肋排,分包,Pork
2524,20kg*,巴 frimesa 分包 豬肋排,$ 1 2.0,磅,其士,14-jun-23.pdf,巴,frimesa,豬肋排,分包,Pork
2525,10kg,德 tonnies 餅裝 豬肋排,$ 1 1.8,磅,其士,14-jun-23.pdf,德,tonnies,豬肋排,餅裝,Pork
2526,10kg,荷 584 餅裝 豬肋排,$ 1 1.8,磅,其士,14-jun-23.pdf,荷,p584,豬肋排,餅裝,Pork
2527,抄,美 smithfield 豬肋排 st. louis style 零售裝,$ 2 5.0,磅,其士,14-jun-23.pdf,美,smithfield,豬肋排,零售,Pork
2528,抄,巴 alegra 豬四肉,$ 9 .4,磅,其士,14-jun-23.pdf,巴,alegra,豬四肉,,Pork
2529,25kg,巴 aurora 豬四肉,$ 9 .0,磅,其士,14-jun-23.pdf,巴,aurora,豬四肉,,Pork
2530,抄,巴 palmali 豬四肉,$ 9 .0,磅,其士,14-jun-23.pdf,巴,palmali,豬四肉,,Pork
2531,20kg,波 animex 豬脊膘油,$ 8 .4,磅,其士,14-jun-23.pdf,波,excel,豬脊膘油,,Pork
2532,抄,西 artigas duroc 豬梅肉,$ 3 5.5,磅,其士,14-jun-23.pdf,西,artigas duroc,豬梅肉,,Pork
2533,抄,西 artigas duroc 豬下梅肉,$ 3 3.5,磅,其士,14-jun-23.pdf,西,artigas duroc,豬下梅肉,,Pork
2534,抄,西 artigas duroc 豬扒法式,$ 4 2.0,磅,其士,14-jun-23.pdf,西,artigas duroc,豬扒,,Pork
2535,抄,西 artigas duroc 豬肋條,$ 3 8.0,磅,其士,14-jun-23.pdf,西,artigas duroc,豬肋條,,Pork
2536,抄,西 artigas duroc 豬腩無皮挑骨,$ 3 2.0,磅,其士,14-jun-23.pdf,西,artigas duroc,豬腩無皮挑骨,挑骨,Pork
2537,抄,西 pernam ibericos 豬背骨,$ 6 5.0,kg,其士,14-jun-23.pdf,西,pernam ibericos,豬背骨,,Pork
2538,抄,西 jamondul ibericos 豬梅肉,$ 198.0,kg,其士,14-jun-23.pdf,西,jamondul ibericos,豬梅肉,,Pork
2539,20kg,巴 frimesa 豬手,$ 5 .0,磅,其士,14-jun-23.pdf,巴,frimesa,豬手,,Pork
2540,18kg,巴 seara 豬手,$ 3 .5,磅,其士,14-jun-23.pdf,巴,seara,豬手,,Pork
2541,10kg,挪 威 豬 手 (短),$ 1 .4,磅,其士,14-jun-23.pdf,挪 威,,挪 威 豬 手 (短),短,Pork
2542,20kg,波 豬腿筒骨 pl30251102,$ 3 .0,磅,其士,14-jun-23.pdf,波,,豬腿筒骨,,Pork
2543,20kg,波 豬頸湯骨 pl30251102,$ 3 .6,磅,其士,14-jun-23.pdf,波,,豬頸湯骨,,Pork
2544,抄,英 國 牛坑腩 uk-9012,$ 8 .0,磅,其士,24-nov-23.pdf,英 國,hewitt,牛坑腩,,Beef
2545,抄,美 ibp 牛下肩肉眼卷(1x1) prime,$ 4 4.0,磅,其士,24-nov-23.pdf,美,ibp,牛下肩肉眼卷,1x1,Beef
2546,25kg,巴 pantanal 牛頭肉,$ 8 .5,磅,其士,24-nov-23.pdf,巴,pantanal,牛頭肉,,Beef
2547,抄,巴 plena 牛細腩包,$ 1 4.5,磅,其士,24-nov-23.pdf,巴,plena,牛細腩包,,Beef
2548,抄,巴 gejota 鯉魚管,$ 1 8.5,磅,其士,24-nov-23.pdf,巴,gejota,鯉魚管,,Beef
2549,抄,墨 sukarna 牛肋條,$ 2 2.5,磅,其士,24-nov-23.pdf,墨,,牛肋條,,Beef
2550,抄,美 i. b. p. 牛肩肋條(有label),$ 4 3.0,磅,其士,24-nov-23.pdf,美,ibp,牛肩肋條(有label),,Beef
2551,抄,美 i. b. p 金 錢 𦟌 choice (有label),$ 3 6.5,磅,其士,24-nov-23.pdf,美,ibp,金 錢 𦟌 choice (有label),,
2552,抄,巴 quality beef 牛 𦟌,$ 1 4.0,磅,其士,24-nov-23.pdf,巴,quality beef,牛 𦟌,,Beef
2553,抄,巴 pantanal 牛 𦟌,$ 1 4.0,磅,其士,24-nov-23.pdf,巴,pantanal,牛 𦟌,,Beef
2554,抄,巴 gejota 牛柳頭 1k+,$ 2 4.0,磅,其士,24-nov-23.pdf,巴,gejota,牛柳頭,,Beef
2555,抄,巴 minerva 牛柳頭 1k+,$ 2 4.0,磅,其士,24-nov-23.pdf,巴,minerva,牛柳頭,,Beef
2556,抄,巴 boi brasil 牛柳頭 1-1.5k,$ 2 2.0,磅,其士,24-nov-23.pdf,巴,boi brasil,牛柳頭,,Beef
2557,抄,巴 masterboi 牛柳頭 1.5k+,$ 2 3.0,磅,其士,24-nov-23.pdf,巴,boi brasil,牛柳頭,,Beef
2558,抄,巴 quality beef 牛柳頭 1.5-2k,$ 2 3.0,磅,其士,24-nov-23.pdf,巴,quality beef,牛柳頭,,Beef
2559,抄,巴 plena 牛柳頭 2k+,$ 2 3.0,磅,其士,24-nov-23.pdf,巴,plena,牛柳頭,,Beef
2560,抄,巴 dom glutao 牛柳頭 2k+,$ 2 3.0,磅,其士,24-nov-23.pdf,巴,dom glutao,牛柳頭,,Beef
2561,抄,美 excel 去骨牛小排 prime p-86e,$ 139.0,磅,其士,24-nov-23.pdf,美,excel,去骨牛小排,,Beef
2562,抄,美 national 去骨牛小排 prime,$ 152.0,磅,其士,24-nov-23.pdf,美,national beef,去骨牛小排,,Beef
2563,抄,美 ibp 去骨牛小排 prime p-278,$ 154.0,磅,其士,24-nov-23.pdf,美,ibp,去骨牛小排,,Beef
2564,抄,美 ibp 去骨牛小排 prime p-245e,$ 154.0,磅,其士,24-nov-23.pdf,美,ibp,去骨牛小排,,Beef
2565,抄,美 excel 去骨牛小排 cab,$ 125.0,磅,其士,24-nov-23.pdf,美,excel,去骨牛小排,,Beef
2566,抄,美 ibp 去骨牛小排 choice p-245l/278,$ 110.0,磅,其士,24-nov-23.pdf,美,ibp,去骨牛小排,,Beef
2567,抄,美 ibp 去骨牛小排 choice p-245c,$ 110.0,磅,其士,24-nov-23.pdf,美,ibp,去骨牛小排,,Beef
2568,抄,美 excel 去骨牛小排 choice p-86e,$ 102.0,磅,其士,24-nov-23.pdf,美,excel,去骨牛小排,,Beef
2569,抄,美 ibp 肥牛肉 pastrami prime 6x12,$ 5 0.0,磅,其士,24-nov-23.pdf,美,ibp,肥牛肉 pastrami prime 6x12,,Beef
2570,抄,美 ibp 肥牛肉 pastrami cab 6x12,$ 4 9.0,磅,其士,24-nov-23.pdf,美,ibp,肥牛肉 pastrami cab 6x12,,Beef
2571,抄,美 national 肥牛肉 pastrami choice 6x12,$ 4 9.0,磅,其士,24-nov-23.pdf,美,national beef,肥牛肉 pastrami choice 6x12,,Beef
2572,抄,美 ibp 肥牛肉 pastrami choice 6x12,$ 4 6.0,磅,其士,24-nov-23.pdf,美,ibp,肥牛肉 pastrami choice 6x12,,Beef
2573,抄,美 excel 肥牛肉 pastrami prime 9x12 p-86m/r,$ 3 8.0,磅,其士,24-nov-23.pdf,美,excel,肥牛肉 pastrami prime 9x12 p-86m/r,9x12,Beef
2574,抄,加 excel 肥牛肉 pastrami a/aa 9x12 p-93,$ 3 4.0,磅,其士,24-nov-23.pdf,加,excel,肥牛肉 pastrami a/aa 9x12 p-93,9x12,Beef
2575,抄,愛 dawn meat 肥牛肉(super plate),$ 2 0.5,磅,其士,24-nov-23.pdf,愛,dawn meat,肥牛肉(super plate),,Beef
2576,抄,墨 sukarne 肥牛肉 super obento plate,$ 2 0.5,磅,其士,24-nov-23.pdf,墨,sukarne,肥牛肉 super obento plate,,Beef
2577,抄**,英國 kepak 肥牛肉 super plate,$ 2 0.5,磅,其士,24-nov-23.pdf,英,kepak,肥牛肉 super plate,,Beef
2578,抄,英國 肥牛肉 upper plate,$ 2 0.5,磅,其士,24-nov-23.pdf,英,pif paf,er plate,,
2579,抄,美 ibp 肥牛肉 karubi cab prime,$ 3 9.5,磅,其士,24-nov-23.pdf,美,ibp,肥牛肉 karubi cab prime,,Beef
2580,抄,美 ibp 肥牛肉 karubi prime,$ 3 9.5,磅,其士,24-nov-23.pdf,美,ibp,肥牛肉 karubi prime,,Beef
2581,抄,美 ibp 肥牛肉 karubi cab,$ 3 9.0,磅,其士,24-nov-23.pdf,美,ibp,肥牛肉 karubi cab,,Beef
2582,抄,美 ibp 肥牛肉 karubi choice,$ 3 8.0,磅,其士,24-nov-23.pdf,美,ibp,肥牛肉 karubi choice,,Beef
2583,抄,美 ibp 肥牛肉 no roll short plate,$ 2 0.5,磅,其士,24-nov-23.pdf,美,ibp,肥牛肉 no roll short plate,,Beef
2584,抄,美 excel 肥牛肉 no roll short plate,$ 2 0.5,磅,其士,24-nov-23.pdf,美,excel,肥牛肉 no roll short plate,,Beef
2585,抄,美 i. b. p. 橫隔肌 cab,$ 4 9.0,磅,其士,24-nov-23.pdf,美,ibp,橫隔肌,,Beef
2586,抄,美 i. b. p. 橫隔肌 choice,$ 4 5.0,磅,其士,24-nov-23.pdf,美,ibp,橫隔肌,,Beef
2587,抄,美 i. b. p. 橫隔肌 nr,$ 3 9.0,磅,其士,24-nov-23.pdf,美,ibp,橫隔肌,,Beef
2588,抄,荷 tboer 白牛仔扒(短切2 rib),$ 7 0.0,磅,其士,24-nov-23.pdf,荷,tboer,牛仔扒,短,Beef
2589,抄,荷 tboer 白牛仔柳,$ 100.0,磅,其士,24-nov-23.pdf,荷,tboer,白牛仔柳,,Beef
2590,抄,紐 silver fern 牛仔脾 3/5 lb,$ 2 8.0,磅,其士,24-nov-23.pdf,紐,silver fern,牛仔脾 3/5 lb,3/5,Beef
2591,抄,紐 silver fern 牛仔脾 5+ lb,$ 2 8.0,磅,其士,24-nov-23.pdf,紐,silver fern,牛仔脾 5+ lb,,Beef
2592,10kg*,德國 westfleisch 餅裝 肋排,$ 1 2.9,磅,其士,24-nov-23.pdf,德,westfleisch,肋排,餅裝,Pork
2593,抄,美 smithfield 豬肋排 st. louis style 零售裝,$ 2 5.0,磅,其士,24-nov-23.pdf,美,smithfield,豬肋排,零售,Pork
2594,抄,巴 alegra 豬四肉,$ 8 .5,磅,其士,24-nov-23.pdf,巴,alegra,豬四肉,,Pork
