,重量,貨名,單價,單位,倉位,date,Origin,brand,name,grade,category
7163,10kg,匈牙利 鴨舌 hu332,$ 5 6.0,磅,其士,3-jul-23.pdf,匈牙利,,鴨舌,,Poultry
7164,15kg,匈牙利 鵝腎 hu332,$ 2 4.0,磅,其士,3-jul-23.pdf,匈牙利,,鵝腎,,Poultry
7165,抄,紐 affco 1.4-1.8kg 牛柳,$ 5 6.0,磅,其士,26-dec-23.pdf,紐,affco,牛柳,,Beef
7166,抄,紐 anzco 1.4-1.8kg 牛柳,$ 5 6.0,磅,其士,26-dec-23.pdf,紐,anzco,牛柳,,Beef
7167,抄,紐 silver fern 1.3-1.8kg 牛柳,$ 5 6.0,磅,其士,26-dec-23.pdf,紐,silver fern,牛柳,,Beef
7168,抄,紐 silver fern 1.8kg + 牛柳,$ 6 0.0,磅,其士,26-dec-23.pdf,紐,silver fern,牛柳,,Beef
7169,抄,紐 affco 1.8kg + 牛柳,$ 5 8.0,磅,其士,26-dec-23.pdf,紐,affco,牛柳,,Beef
7170,抄,澳 midfield 1.8kg + 牛柳 (a),$ 5 6.0,磅,其士,26-dec-23.pdf,澳,midfield,牛柳,,Beef
7171,抄,巴 anglo 5 lb+ 牛柳,$ 3 8.0,磅,其士,26-dec-23.pdf,巴,anglo,牛柳,,Beef
7172,抄,美 i. b. p. 牛柳 cab,$ 137.0,磅,其士,26-dec-23.pdf,美,ibp,牛柳,,Beef
7173,抄,加 excel 牛板腱 prime p-93,$ 5 3.0,磅,其士,26-dec-23.pdf,加,excel,牛板腱,,Beef
7174,抄,美 i. b. p. 牛板腱 prime,$ 5 8.0,磅,其士,26-dec-23.pdf,美,ibp,牛板腱,,Beef
7175,抄,美 i. b. p. 牛板腱 cab,$ 4 9.5,磅,其士,26-dec-23.pdf,美,ibp,牛板腱,,Beef
7176,抄**,美 excel 牛板腱 choice,$ 4 0.0,磅,其士,26-dec-23.pdf,美,excel,牛板腱,,Beef
7177,抄,加 excel 牛板腱 aaa p-93,$ 4 0.0,磅,其士,26-dec-23.pdf,加,excel,牛板腱,,Beef
7178,抄,加 excel 牛板腱 aa p-93,$ 3 8.5,磅,其士,26-dec-23.pdf,加,excel,牛板腱,,Beef
7179,抄,澳 midfield (s) 牛t骨,$ 3 5.0,磅,其士,26-dec-23.pdf,澳,midfield,(s) 牛t骨,,Beef
7180,抄,阿 conallison (s) 牛t骨,$ 2 8.0,磅,其士,26-dec-23.pdf,阿,conallison,(s) 牛t骨,,Beef
7181,抄,美 i. b. p 牛t骨 cab 0x1,$ 8 5.0,磅,其士,26-dec-23.pdf,美,ibp,牛t骨 cab 0x1,,Beef
7182,抄**,美 i. b. p. 牛仔骨 4 支骨 nr,$ 3 4.0,磅,其士,26-dec-23.pdf,美,ibp,牛仔骨,,Beef
7183,抄,加 excel 牛仔骨 3 支骨 prime p-51,$ 6 8.0,磅,其士,26-dec-23.pdf,加,excel,牛仔骨,,Beef
7184,抄,美 excel 牛仔骨 3 支骨 cab p-86e,$ 4 9.5,磅,其士,26-dec-23.pdf,美,excel,牛仔骨,,Beef
7185,抄,美 i. b. p. 牛仔骨 3 支骨 cab,$ 5 1.0,磅,其士,26-dec-23.pdf,美,ibp,牛仔骨,,Beef
7186,抄,加 excel 牛仔骨 3 支骨 aaa p-51,$ 5 0.0,磅,其士,26-dec-23.pdf,加,excel,牛仔骨,,Beef
7187,抄,美 showcase 牛仔骨 3 支骨 select,$ 3 0.0,磅,其士,26-dec-23.pdf,美,showcase,牛仔骨,,Beef
7188,抄,美 i. b. p. 肥牛肉肩胛 cab prime p-245c,$ 7 7.0,磅,其士,26-dec-23.pdf,美,ibp,肩胛,,Beef
7189,抄,美 i. b. p. 肥牛肉肩胛 prime,$ 7 6.0,磅,其士,26-dec-23.pdf,美,ibp,肩胛,,Beef
7190,抄,美 i. b. p. 肥牛肉肩胛 cab p-278,$ 6 2.0,磅,其士,26-dec-23.pdf,美,ibp,肩胛,,Beef
7191,抄,美 i.b.p 豬梅肉 ( collar butt),$ 2 3.5,磅,其士,26-dec-23.pdf,美,ibp,豬梅肉,,Pork
7192,抄,美 i.b.p 豬梅肉 ( kata rosa),$ 2 4.0,磅,其士,26-dec-23.pdf,美,ibp,豬梅肉,,Pork
7193,抄,巴 aurora 豬扒 有骨去脊骨,$ 9 .0,磅,其士,26-dec-23.pdf,巴,aurora,豬扒,有骨,Pork
7194,抄,巴 alibem 豬扒 有骨去脊骨,$ 9 .3,磅,其士,26-dec-23.pdf,巴,alibem,豬扒,有骨,Pork
7195,抄,巴 alegra 豬扒 有骨去脊骨,$ 9 .0,磅,其士,26-dec-23.pdf,巴,alegra,豬扒,有骨,Pork
7196,抄,巴 seara 豬扒 有骨去脊骨,$ 9 .0,磅,其士,26-dec-23.pdf,巴,seara,豬扒,有骨,Pork
7197,抄,巴 palmali 豬扒 有骨帶脊骨,$ 8 .6,磅,其士,26-dec-23.pdf,巴,palmali,豬扒,有骨,Pork
7198,抄,巴 notable 豬扒 有骨帶脊骨,$ 8 .6,磅,其士,26-dec-23.pdf,巴,notable,豬扒,有骨,Pork
7199,25kg*,巴 frimesa 豬扒 有骨帶脊骨,$ 9 .0,磅,其士,26-dec-23.pdf,巴,frimesa,豬扒,有骨,Pork
7200,20kg,巴 pif paf 豬肉眼三肉,$ 1 1.3,磅,其士,26-dec-23.pdf,巴,pif paf,肉眼,,Beef
7201,20kg,巴 alegra 豬肉眼三肉,$ 1 0.6,磅,其士,26-dec-23.pdf,巴,alegra,肉眼,,Beef
7202,抄,巴 sulita 豬肉眼三肉,$ 1 0.8,磅,其士,26-dec-23.pdf,巴,sulita,肉眼,,Beef
7203,25kg,巴 frimesa 豬肉眼三肉,$ 1 1.0,磅,其士,26-dec-23.pdf,巴,frimesa,肉眼,,Beef
7204,抄,美 i.b.p 豬肉眼三肉,$ 1 6.5,磅,其士,26-dec-23.pdf,美,ibp,肉眼,,Beef
7205,抄,美 i.b.p 豬柳,$ 2 0.0,磅,其士,26-dec-23.pdf,美,ibp,豬柳,,Pork
7206,抄,美 smithfield 豬背肋,$ 2 5.0,磅,其士,26-dec-23.pdf,美,smithfield,豬背肋,,Pork
7207,抄,美 i.b.p 豬背肋 (1pc),$ 2 2.5,磅,其士,26-dec-23.pdf,美,ibp,豬背肋 (1pc),,Pork
7208,抄,巴 alegra 豬腩帶骨,$ 1 3.0,磅,其士,26-dec-23.pdf,巴,alegra,豬腩帶骨,帶骨,Pork
7209,25kg*,巴 frimesa 豬腩帶骨,$ 1 4.0,磅,其士,26-dec-23.pdf,巴,frimesa,豬腩帶骨,帶骨,Pork
7210,抄,巴 seara 豬腩帶骨,$ 1 1.5,磅,其士,26-dec-23.pdf,巴,seara,豬腩帶骨,帶骨,Pork
7211,抄,俄 miratorg 豬腩帶骨,$ 1 1.0,磅,其士,26-dec-23.pdf,俄,miratorg,豬腩帶骨,帶骨,Pork
7212,抄,美 i.b.p 豬腩 去皮片骨腩 halved cut,$ 1 4.5,磅,其士,26-dec-23.pdf,美,ibp,豬腩 去皮片骨腩 halved cut,,Pork
7213,抄,美 i.b.p 豬腩 去皮片骨腩 ( 1pc ),$ 1 4.5,磅,其士,26-dec-23.pdf,美,ibp,豬腩 去皮片骨腩 ( 1pc ),,Pork
7214,抄,德 westfleisch (a) 豬腩 去皮挑骨 (premium),$ 1 5.8,磅,其士,26-dec-23.pdf,德,westfleisch,(a) 豬腩 去皮挑骨 (premium),挑骨,Pork
7215,抄,俄 vlmk 豬腩 有皮挑骨,$ 1 1.8,磅,其士,26-dec-23.pdf,俄,vlmk,豬腩 有皮挑骨,挑骨,Pork
7216,抄,俄 miratorg 豬腩 有皮挑骨,$ 1 2.6,磅,其士,26-dec-23.pdf,俄,miratorg,豬腩 有皮挑骨,挑骨,Pork
7217,抄,德 westfleisch (a) 豬腩 有皮挑骨 ( deluxe),$ 1 4.0,磅,其士,26-dec-23.pdf,德,westfleisch,(a) 豬腩 有皮挑骨 ( deluxe),挑骨,Pork
7218,抄,德 westfleisch (a) 豬腩 有皮挑骨 ( premium),$ 1 3.2,磅,其士,26-dec-23.pdf,德,westfleisch,(a) 豬腩 有皮挑骨 ( premium),挑骨,Pork
7219,抄,德 westfleisch (a) 豬腩 有皮挑骨,$ 1 3.2,磅,其士,26-dec-23.pdf,德,westfleisch,(a) 豬腩 有皮挑骨,挑骨,Pork
7220,抄,荷 584 (a) 豬腩 有皮挑骨,$ 1 3.4,磅,其士,26-dec-23.pdf,荷,p584,(a) 豬腩 有皮挑骨,挑骨,Pork
7221,15kg,巴 aurora 雞腎,$ 5 .3,磅,其士,26-dec-23.pdf,巴,aurora,雞腎,,Chicken
7222,12kg,巴 aurora (2x6) 去皮雞髀扒,$ 8 .8,磅,其士,26-dec-23.pdf,巴,aurora,雞髀,,Chicken
7223,12kg,巴 aurora (2x6) 有皮雞髀扒,$ 6 .8,磅,其士,26-dec-23.pdf,巴,aurora,雞髀,有皮,Chicken
7224,12kg,巴 cancao (2x6) 有皮雞髀扒,$ 6 .8,磅,其士,26-dec-23.pdf,巴,cancao,雞髀,有皮,Chicken
7225,15kg,巴 seara 雞全翼 100gm,$ 9 .0,磅,其士,26-dec-23.pdf,巴,seara,雞全翼,,Chicken
7226,10kg,中 欣城 雞柳 iqf,$ 1 3.4,kg,其士,26-dec-23.pdf,中,欣城,雞柳,,Chicken
7227,12kg,巴 aurora 雞翼鎚,$ 8 .0,磅,其士,26-dec-23.pdf,巴,aurora,雞翼鎚,,Chicken
7228,10kg,巴 seara 火雞腎,$ 1 2.5,磅,其士,26-dec-23.pdf,巴,seara,雞腎,,Chicken
7229,16kg,巴 seara 火雞子,$ 1 3.0,磅,其士,26-dec-23.pdf,巴,seara,火雞子,,Chicken
7230,10kg,匈牙利 鴨舌 hu332,$ 5 2.0,磅,其士,26-dec-23.pdf,匈牙利,,鴨舌,,Poultry
7231,12kg*,匈牙利 鴨腳 (中) hu105,$ 9 .5,磅,其士,26-dec-23.pdf,中,,鴨腳,,Poultry
7232,12kg*,匈牙利 鵝半翼 hu105,$ 8 .5,磅,其士,26-dec-23.pdf,匈牙利,,鵝半翼,,Poultry
7233,15kg,匈牙利 鵝腎 hu332,$ 1 2.0,磅,其士,26-dec-23.pdf,匈牙利,,鵝腎,,Poultry
7234,12kg*,匈牙利 鵝腳 hu105,$ 2 1.0,磅,其士,26-dec-23.pdf,匈牙利,,鵝腳,,Poultry
7235,抄,巴 masterboi 3-4 lb 牛柳,$ 4 1.0,磅,其士,9-oct-23.pdf,巴,boi brasil,牛柳,3-4,Beef
7236,抄,巴 dom glutao 4-5 lb 牛柳,$ 4 1.0,磅,其士,9-oct-23.pdf,巴,dom glutao,牛柳,,Beef
7237,抄,巴 masterboi 4-5 lb 牛柳,$ 4 1.0,磅,其士,9-oct-23.pdf,巴,boi brasil,牛柳,,Beef
7238,抄,巴 plena 4-5 lb 牛柳,$ 4 1.0,磅,其士,9-oct-23.pdf,巴,plena,牛柳,,Beef
7239,抄,紐 affco 1.4-1.8kg 牛柳,$ 5 8.0,磅,其士,9-oct-23.pdf,紐,affco,牛柳,,Beef
7240,抄,紐 anzco 1.4-1.8kg 牛柳,$ 5 8.0,磅,其士,9-oct-23.pdf,紐,anzco,牛柳,,Beef
7241,抄,紐 silver fern 1.3-1.8kg 牛柳,$ 5 8.0,磅,其士,9-oct-23.pdf,紐,silver fern,牛柳,,Beef
7242,抄,紐 anzco 1.8kg + 牛柳,$ 6 0.0,磅,其士,9-oct-23.pdf,紐,anzco,牛柳,,Beef
7243,抄,紐 silver fern 1.8kg + 牛柳,$ 6 0.0,磅,其士,9-oct-23.pdf,紐,silver fern,牛柳,,Beef
7244,抄,紐 affco 1.8kg + 牛柳,$ 6 0.0,磅,其士,9-oct-23.pdf,紐,affco,牛柳,,Beef
7245,抄,澳 midfield 1.8kg + 牛柳 (a),$ 5 8.0,磅,其士,9-oct-23.pdf,澳,midfield,牛柳,,Beef
7246,抄,巴 anglo 5 lb+ 牛柳,$ 4 1.0,磅,其士,9-oct-23.pdf,巴,anglo,牛柳,,Beef
7247,抄,巴 gejota 5 lb+ 牛柳,$ 4 1.0,磅,其士,9-oct-23.pdf,巴,gejota,牛柳,,Beef
7248,抄,美 excel 牛板腱 prime,$ 5 8.0,磅,其士,9-oct-23.pdf,美,excel,牛板腱,,Beef
7249,抄,美 i. b. p. 牛板腱 cab,$ 5 1.0,磅,其士,9-oct-23.pdf,美,ibp,牛板腱,,Beef
7250,抄,阿 conallison (s) 牛t骨,$ 2 8.0,磅,其士,9-oct-23.pdf,阿,conallison,(s) 牛t骨,,Beef
7251,抄,英 牛仔骨 3 支骨 6/7/8 5106/8046/1598/1541/1958,$ 1 8.0,磅,其士,9-oct-23.pdf,英,,牛仔骨,,Beef
7252,抄,加 excel 牛仔骨 3 支骨 prime p-51,$ 6 8.0,磅,其士,9-oct-23.pdf,加,excel,牛仔骨,,Beef
7253,抄,美 national 牛仔骨 3 支骨 prime,$ 6 8.0,磅,其士,9-oct-23.pdf,美,national beef,牛仔骨,,Beef
7254,抄,美 excel 牛仔骨 3 支骨 cab p-86e,$ 4 9.5,磅,其士,9-oct-23.pdf,美,excel,牛仔骨,,Beef
7255,抄,美 i. b. p. 牛仔骨 3 支骨 cab,$ 5 1.0,磅,其士,9-oct-23.pdf,美,ibp,牛仔骨,,Beef
7256,抄,美 i. b. p. 牛仔骨 3 支骨 choice,$ 4 8.0,磅,其士,9-oct-23.pdf,美,ibp,牛仔骨,,Beef
7257,抄,美 showcase 牛仔骨 3 支骨 select,$ 3 0.0,磅,其士,9-oct-23.pdf,美,showcase,牛仔骨,,Beef
7258,20kg,巴 palmali 豬梅肉,$ 1 1.6,磅,其士,9-oct-23.pdf,巴,palmali,豬梅肉,,Pork
7259,抄**,美 i.b.p 豬肉眼二肉,$ 8 .8,磅,其士,9-oct-23.pdf,美,ibp,肉眼,,Beef
7260,25kg,巴 aurora 豬二肉,$ 8 .8,磅,其士,9-oct-23.pdf,巴,aurora,豬二肉,,Pork
7261,抄,巴 seara 豬扒 有骨去脊骨,$ 9 .8,磅,其士,9-oct-23.pdf,巴,seara,豬扒,有骨,Pork
7262,25kg,巴 aurora 豬肉眼三肉,$ 1 1.8,磅,其士,9-oct-23.pdf,巴,aurora,肉眼,,Beef
7263,20kg,巴 pif paf 豬肉眼三肉,$ 1 2.6,磅,其士,9-oct-23.pdf,巴,pif paf,肉眼,,Beef
7264,抄,巴 sulita 豬肉眼三肉,$ 1 1.8,磅,其士,9-oct-23.pdf,巴,sulita,肉眼,,Beef
7265,25kg,巴 frimesa 豬肉眼三肉,$ 1 2.0,磅,其士,9-oct-23.pdf,巴,frimesa,肉眼,,Beef
7266,抄,美 i.b.p 豬肉眼三肉,$ 1 7.0,磅,其士,9-oct-23.pdf,美,ibp,肉眼,,Beef
7267,抄,美 i.b.p 豬柳,$ 2 0.0,磅,其士,9-oct-23.pdf,美,ibp,豬柳,,Pork
7268,抄,美 smithfield 豬背骨,$ 2 5.0,磅,其士,9-oct-23.pdf,美,smithfield,豬背骨,,Pork
7269,抄,美 i.b.p 豬背骨 (1pc),$ 2 3.0,磅,其士,9-oct-23.pdf,美,ibp,豬背骨,,Pork
7270,抄,巴 alegra 豬腩帶骨,$ 1 3.8,磅,其士,9-oct-23.pdf,巴,alegra,豬腩帶骨,帶骨,Pork
7271,抄,巴 eco frigo 豬腩帶骨,$ 1 4.5,磅,其士,9-oct-23.pdf,巴,eco frigo,豬腩帶骨,帶骨,Pork
7272,抄,巴 seara 豬腩帶骨,$ 1 1.5,磅,其士,9-oct-23.pdf,巴,seara,豬腩帶骨,帶骨,Pork
7273,抄,美 i.b.p 豬腩 去皮片骨腩 halved cut,$ 1 6.0,磅,其士,9-oct-23.pdf,美,ibp,豬腩 去皮片骨腩 halved cut,,Pork
7274,抄**,美 i.b.p 豬腩 去皮片骨腩 ( 1pc ),$ 1 6.5,磅,其士,9-oct-23.pdf,美,ibp,豬腩 去皮片骨腩 ( 1pc ),,Pork
7275,抄,德 westfleisch (a) 豬腩 有皮挑骨,$ 1 4.0,磅,其士,9-oct-23.pdf,德,westfleisch,(a) 豬腩 有皮挑骨,挑骨,Pork
7276,抄,德 tonnies 豬腩 有皮挑骨,$ 1 4.0,磅,其士,9-oct-23.pdf,德,tonnies,豬腩 有皮挑骨,挑骨,Pork
7277,抄,荷 584 (a) 豬腩 有皮挑骨,$ 1 4.7,磅,其士,9-oct-23.pdf,荷,p584,(a) 豬腩 有皮挑骨,挑骨,Pork
7278,12kg,巴 seara 雞腎,$ 4 .6,磅,其士,9-oct-23.pdf,巴,seara,雞腎,,Chicken
7279,9kg,巴 seara 春雞 900gm,$ 8 .8,磅,其士,9-oct-23.pdf,巴,seara,春雞,900g,Chicken
7280,12kg,巴 aurora (2x6) 有皮雞髀扒,$ 7 .0,磅,其士,9-oct-23.pdf,巴,aurora,雞髀,有皮,Chicken
7281,12kg,巴 cancao (2x6) 有皮雞髀扒,$ 7 .0,磅,其士,9-oct-23.pdf,巴,cancao,雞髀,有皮,Chicken
7282,10kg,中 欣城 雞柳 iqf,$ 1 4.6,kg,其士,9-oct-23.pdf,中,欣城,雞柳,,Chicken
7283,12kg,巴 aurora 雞翼鎚,$ 9 .0,磅,其士,9-oct-23.pdf,巴,aurora,雞翼鎚,,Chicken
7284,12kg,巴 aurora 40+ 雞腳,$ 4 .2,磅,其士,9-oct-23.pdf,巴,aurora,雞腳,40+,Chicken
7285,15kg,巴 jagua 50+ 雞腳,$ 4 .8,磅,其士,9-oct-23.pdf,巴,jagua,雞腳,50+,Chicken
7286,10kg,巴 seara 火雞腎,$ 1 3.5,磅,其士,9-oct-23.pdf,巴,seara,雞腎,,Chicken
7287,10kg,匈牙利 鴨舌 hu332,$ 5 2.0,磅,其士,9-oct-23.pdf,匈牙利,,鴨舌,,Poultry
7288,15kg,匈牙利 鵝腎 hu332,$ 1 2.0,磅,其士,9-oct-23.pdf,匈牙利,,鵝腎,,Poultry
7289,抄,美 i. b. p. 燒牛肉 cab,$ 8 6.0,磅,其士,19-jun-23.pdf,美,ibp,燒牛肉,,Beef
7290,抄,美 i. b. p. 斧頭扒 cab,$ 9 0.0,磅,其士,19-jun-23.pdf,美,ibp,斧頭扒,,Beef
7291,抄,巴 anglo 西冷 4k+,$ 2 4.5,磅,其士,19-jun-23.pdf,西,anglo,西冷,,Beef
7292,抄,巴 boi brasil 西冷 4k+,$ 2 2.8,磅,其士,19-jun-23.pdf,西,boi brasil,西冷,,Beef
7293,抄,巴 gejota 西冷 4k+,$ 2 4.5,磅,其士,19-jun-23.pdf,西,gejota,西冷,,Beef
7294,抄,巴 masterboi 西冷 4k+,$ 2 2.8,磅,其士,19-jun-23.pdf,西,boi brasil,西冷,,Beef
7295,抄,巴 pantanal 西冷 4k+,$ 2 2.8,磅,其士,19-jun-23.pdf,西,pantanal,西冷,,Beef
7296,抄,巴 quality beef 西冷 4k+,$ 2 2.8,磅,其士,19-jun-23.pdf,西,quality beef,西冷,,Beef
7297,抄,巴 plena 西冷 4k+,$ 2 2.8,磅,其士,19-jun-23.pdf,西,plena,西冷,,Beef
7298,抄,美 i. b. p. 西冷 cab prime 0x1,$ 112.0,磅,其士,19-jun-23.pdf,西,ibp,西冷,,Beef
7299,抄,美 iowa premium 西冷 prime 0x1 (兩條裝),$ 110.0,磅,其士,19-jun-23.pdf,西,iowa premium ,西冷,兩條裝,Beef
7300,抄,美 i. b. p. 西冷 cab 0x1,$ 7 7.0,磅,其士,19-jun-23.pdf,西,ibp,西冷,,Beef
7301,抄,阿 conallison (s) 西冷,$ 3 8.0,磅,其士,19-jun-23.pdf,西,conallison,西冷,,Beef
7302,抄,紐 silver fern 西冷 ps 4kg+,$ 4 3.5,磅,其士,19-jun-23.pdf,西,silver fern,西冷,,Beef
7303,抄,紐 affco 西冷 bull 3-4.5kg,$ 2 9.5,磅,其士,19-jun-23.pdf,西,affco,西冷,3-4,Beef
7304,抄,紐 affco 西冷 pb 3kg+,$ 2 9.5,磅,其士,19-jun-23.pdf,西,affco,西冷,,Beef
7305,抄,紐 anzco 1.4-1.8kg 牛柳,$ 6 3.0,磅,其士,19-jun-23.pdf,紐,anzco,牛柳,,Beef
7306,抄,紐 silver fern 1.3-1.8kg 牛柳,$ 6 3.0,磅,其士,19-jun-23.pdf,紐,silver fern,牛柳,,Beef
7307,抄,紐 silver fern ps 1.3-1.8kg 牛柳,$ 6 3.0,磅,其士,19-jun-23.pdf,紐,silver fern,牛柳,,Beef
7308,抄,巴 gejota 4-5 lb 牛柳,$ 4 0.0,磅,其士,19-jun-23.pdf,巴,gejota,牛柳,,Beef
7309,抄,巴 masterboi 4-5 lb 牛柳,$ 3 9.0,磅,其士,19-jun-23.pdf,巴,boi brasil,牛柳,,Beef
7310,抄,紐 anzco 1.8kg + 牛柳,$ 6 6.0,磅,其士,19-jun-23.pdf,紐,anzco,牛柳,,Beef
7311,抄,紐 affco 1.8kg + 牛柳,$ 6 6.0,磅,其士,19-jun-23.pdf,紐,affco,牛柳,,Beef
7312,抄,巴 anglo 5 lb+ 牛柳,$ 3 9.0,磅,其士,19-jun-23.pdf,巴,anglo,牛柳,,Beef
7313,抄,巴 gejota 5 lb+ 牛柳,$ 3 9.0,磅,其士,19-jun-23.pdf,巴,gejota,牛柳,,Beef
7314,抄,巴 masterboi 5 lb+ 牛柳,$ 3 9.0,磅,其士,19-jun-23.pdf,巴,boi brasil,牛柳,,Beef
7315,抄,美 i. b. p. 牛柳 cab (十二條裝),$ 135.0,磅,其士,19-jun-23.pdf,美,ibp,牛柳,,Beef
7316,抄,巴 alegra 豬扒 有骨去脊骨,$ 8 .6,磅,其士,19-jun-23.pdf,巴,alegra,豬扒,有骨,Pork
7317,抄,巴 seara 豬扒 有骨去脊骨,$ 8 .4,磅,其士,19-jun-23.pdf,巴,seara,豬扒,有骨,Pork
7318,抄,巴 alegra 豬扒 有骨帶脊骨,$ 8 .0,磅,其士,19-jun-23.pdf,巴,alegra,豬扒,有骨,Pork
7319,25kg,巴 aurora 豬扒 有骨帶脊骨,$ 8 .0,磅,其士,19-jun-23.pdf,巴,aurora,豬扒,有骨,Pork
7320,抄,巴 palmali 豬扒 有骨帶脊骨,$ 7 .8,磅,其士,19-jun-23.pdf,巴,palmali,豬扒,有骨,Pork
7321,抄,巴 dalia 豬扒 有骨帶脊骨,$ 8 .0,磅,其士,19-jun-23.pdf,巴,dalia,豬扒,有骨,Pork
7322,抄,巴 notable 豬扒 有骨帶脊骨,$ 8 .0,磅,其士,19-jun-23.pdf,巴,notable,豬扒,有骨,Pork
7323,抄,巴 pamplona 豬扒 有骨帶脊骨,$ 7 .8,磅,其士,19-jun-23.pdf,巴,pamplona,豬扒,有骨,Pork
7324,抄**,美 i.b.p 豬扒 有骨法式8支骨,$ 3 3.0,磅,其士,19-jun-23.pdf,美,ibp,豬扒,8支骨,Pork
7325,抄,巴 fricasa 豬肉眼三肉,$ 1 3.0,磅,其士,19-jun-23.pdf,巴,,肉眼,,Beef
7326,20kg,巴 pif paf 豬肉眼三肉,$ 1 3.5,磅,其士,19-jun-23.pdf,巴,pif paf,肉眼,,Beef
7327,10kg,巴 aurora 豬背骨 p-3847,$ 9 .8,磅,其士,19-jun-23.pdf,巴,aurora,豬背骨,,Pork
7328,10kg,巴 seara 豬背骨 p-876,$ 9 .8,磅,其士,19-jun-23.pdf,巴,seara,豬背骨,,Pork
7329,抄,美 smithfield 豬背骨,$ 2 6.0,磅,其士,19-jun-23.pdf,美,smithfield,豬背骨,,Pork
7330,抄,美 i.b.p 豬背骨 (1pc),$ 2 2.0,磅,其士,19-jun-23.pdf,美,ibp,豬背骨,,Pork
7331,25kg,巴 frimesa 豬腩帶骨,$ 1 3.5,磅,其士,19-jun-23.pdf,巴,frimesa,豬腩帶骨,帶骨,Pork
7332,抄,巴 eco frigo 豬腩帶骨,$ 1 4.2,磅,其士,19-jun-23.pdf,巴,eco frigo,豬腩帶骨,帶骨,Pork
7333,抄,美 i.b.p 豬腩 去皮片骨腩,$ 1 6.0,磅,其士,19-jun-23.pdf,美,ibp,豬腩 去皮片骨腩,,Pork
7334,抄,美 i.b.p 豬腩 有皮片骨腩,$ 1 7.5,磅,其士,19-jun-23.pdf,美,ibp,豬腩 有皮片骨腩,有皮,Pork
7335,抄,美 i.b.p 豬腩 去皮挑骨,$ 1 7.0,磅,其士,19-jun-23.pdf,美,ibp,豬腩 去皮挑骨,挑骨,Pork
7336,抄,荷 蘭 nl3603 (a) 豬腩挑骨去皮,$ 1 5.5,磅,其士,19-jun-23.pdf,荷,,豬腩挑骨,挑骨,Pork
7337,抄,荷 蘭 584 (a) 豬腩 去皮挑骨,$ 1 6.0,磅,其士,19-jun-23.pdf,荷,p584,(a) 豬腩 去皮挑骨,挑骨,Pork
7338,抄,波 animex 豬腩 去皮挑骨 (去軟骨),$ 1 5.5,磅,其士,19-jun-23.pdf,波,excel,豬腩 去皮挑骨 (去軟骨),挑骨,Pork
7339,抄,荷 蘭 584 (a) 豬腩 有皮挑骨,$ 1 3.8,磅,其士,19-jun-23.pdf,荷,p584,(a) 豬腩 有皮挑骨,挑骨,Pork
7340,抄,德 westfleisch (a) 豬腩 有皮挑骨,$ 1 3.0,磅,其士,19-jun-23.pdf,德,westfleisch,(a) 豬腩 有皮挑骨,挑骨,Pork
7341,抄,德 tonnies 豬腩 有皮挑骨,$ 1 3.3,磅,其士,19-jun-23.pdf,德,tonnies,豬腩 有皮挑骨,挑骨,Pork
7342,抄,俄 miratorg 豬腩 有皮挑骨,$ 1 3.3,磅,其士,19-jun-23.pdf,俄,miratorg,豬腩 有皮挑骨,挑骨,Pork
7343,抄,俄 rusagro 豬腩 有皮挑骨,$ 1 2.5,磅,其士,19-jun-23.pdf,俄,rusagro,豬腩 有皮挑骨,挑骨,Pork
7344,9kg,巴 seara 春雞 900gm,$ 7 .8,磅,其士,19-jun-23.pdf,巴,seara,春雞,900g,Chicken
7345,12kg,巴 seara 雞腎,$ 4 .6,磅,其士,19-jun-23.pdf,巴,seara,雞腎,,Chicken
7346,15kg,巴 aurora 雞腎,$ 5 .5,磅,其士,19-jun-23.pdf,巴,aurora,雞腎,,Chicken
7347,12kg,中 欣城 雞大胸去皮 6x2kg,$ 1 5.2,kg,其士,19-jun-23.pdf,中,欣城,雞大胸,,Chicken
7348,15kg,巴 aurora 雞白髀,$ 5 .4,磅,其士,19-jun-23.pdf,巴,aurora,雞白髀,,Chicken
7349,15kg,中 欣城 雞白髀 240-260g,$ 8 .0,磅,其士,19-jun-23.pdf,中,欣城,雞白髀,240-260,Chicken
7350,12kg,中 欣城 雞上腿肉 有皮,$ 1 6.0,kg,其士,19-jun-23.pdf,中,欣城,雞上腿肉,有皮,Chicken
7351,12kg,巴 aurora (2x6) 有皮雞髀扒,$ 7 .7,磅,其士,19-jun-23.pdf,巴,aurora,雞髀,有皮,Chicken
7352,12kg,巴 cancao (2x6) 有皮雞髀扒,$ 7 .7,磅,其士,19-jun-23.pdf,巴,cancao,雞髀,有皮,Chicken
7353,15kg,巴 lar 雞髀扒 200g上 排裝,$ 7 .7,磅,其士,19-jun-23.pdf,巴,lar,雞髀,200g上,Chicken
7354,15kg,巴 seara 雞髀扒 200g上 排裝,$ 7 .7,磅,其士,19-jun-23.pdf,巴,seara,雞髀,200g上,Chicken
7355,10kg,中 欣城 雞柳 iqf,$ 1 6.5,kg,其士,19-jun-23.pdf,中,欣城,雞柳,,Chicken
7356,12kg,巴 aurora (2x6) 雞軟骨,$ 1 4.5,磅,其士,19-jun-23.pdf,巴,aurora,雞軟骨,,Chicken
