Column1,productName,productTag,supplier,category,packing,origin,brand,effectivedate,spec1,spec2,spec3,spec4,spec5,spec6,price,weightUnit,warehouse,notes
174,15 KG 龍城 雞扒 300克上 8.80 /磅,雞扒,泰兴,CHICKEN,,,,15/10/2024,+300G,,,,,,8.8,kg,[],
175,12 KG 龍城 雞扒 250克上 9.00/磅 2 KG X 6包,雞扒,泰兴,CHICKEN,,,,15/10/2024,,,,,,,9,kg,[],
176,15 KG 龍城 雞比 180-200克 8.00/磅 魚蛋 18 KG 台灣 花枝燕 21.00/磅 3KG x 4袋,,泰兴,,,,,15/10/2024,+200G,,,,,,21,kg,[],
177,15 KG 龍城 雞比 200-220克 8.00/磅,,泰兴,,,,,15/10/2024,+200G,,,,,,8,kg,[],
178,15 KG 龍城 雞比 220-240克 8.00/磅 50包 御鮑片 300g x 25包 x 2扎 1000/扎,,泰兴,,,,,15/10/2024,+300G,220/240,,,,,8,kg,[],
179,15 KG 龍城 雞比 320-340克 7.40/磅 12KG ECD 大炸魚丸 20.00/磅 3KG x 4 約45克,,泰兴,,12kg,,,15/10/2024,,,,,,,20,kg,[],
180,30 磅 美國 樂奇比 240-260克 7.50/磅 12KG ECD 細炸魚丸 20.00/磅 3KG x 4,,泰兴,,12kg,美國,,15/10/2024,240/260,,,,,,20,kg,[],
181,30 磅 美國 樂奇比 260-280克 7.50/磅 12KG ECD 大尖魚條 20.00/磅,,泰兴,,12kg,美國,,15/10/2024,260/280,,,,,,20,kg,[],
182,30 磅 美國 寶鵰 雞比 200-220克 7.50/磅 Perdue 14.4KG ECD 白并蛋 580/合 300克 x48包,,泰兴,,,美國,,15/10/2024,+200G,+300G,4K+,,,,14.4,kg,[],
183,30 磅 美國 寶鵰 雞比 220-240克 7.50/磅 Perdue 12KG ECD 白魚丸 20.00/磅 3KG x 4,,泰兴,,12kg,美國,,15/10/2024,220/240,,,,,,20,kg,[],
184,30 磅 美國 寶鵰 雞比 240-260克 7.50/磅 Perdue 12KG ECD 炸魚片頭 19.00/磅 3KG x 4,,泰兴,,12kg,美國,,15/10/2024,240/260,,,,,,19,kg,[],
185,30 磅 美國 寶鵰 雞比 260-280克 7.50/磅 Perdue 12KG ECD 花枝丸 21.00/磅 3KG x 4袋,,泰兴,,12kg,美國,,15/10/2024,260/280,,,,,,21,kg,[],
186,20LB ECD 魚蓉燒賣 9.80/磅 20包 X 1LB,,泰兴,,,,,15/10/2024,,,,,,,9.8,lb,[],
187,18KG ECD 魚蓉燒賣 9.40/磅 3 KG X 6,,泰兴,,18kg,,,15/10/2024,,,,,,,9.4,kg,[],
188,18KG ECD 雞肉 燒買 10.5/ 磅 3 KG X 6,,泰兴,,18kg,,,15/10/2024,,,,,,,10.5,kg,[],
189,20LB ECD 雞肉 燒賣 11.00/磅 20包 X 1LB,,泰兴,,,,,15/10/2024,,,,,,,11,lb,[],
190,10磅 ECD 栗米墨魚餅 260/箱 2 LB X 5,,泰兴,,,墨西哥,,15/10/2024,,,,,,,,lb,[],
191,12KG ECD 大粒 墨魚丸 25.00/磅 3KG x 4 約45克,,泰兴,,12kg,墨西哥,,15/10/2024,,,,,,,25,kg,[],
192,12KG Vaelob 阿根庭 牛栢葉(漂) 28 /磅 P 2539 24包 鍾意食豬柳漢堡 1.3 oz (每包6塊) 540/合,,泰兴,,12kg,阿根廷,,15/10/2024,,,,,,,1.3,kg,[],
193,10 KG Vaelob 阿根庭 牛尾 12.50 /磅,,泰兴,,,阿根廷,,15/10/2024,,,,,,,12.5,kg,[],
194,2.4kg x4袋 上海大成 麥香雞 (漢堡) 370/合 4 x 50塊,,泰兴,,,,,15/10/2024,4K+,,,,,,2.4,kg,[],
195,12KG 上海大成 鹽酥雞粒 550/箱 3 KG x 4袋 奧運牌 100塊 1 oz 豬柳漢堡 175/合 中國,鹽酥雞粒,泰兴,PREMADE,12kg,中國,,15/10/2024,,,,,,,,kg,[],
196,"10KG 日式""真打""烏冬 (5個x250克)黑色 160/合 1.25k x 8",,泰兴,,10kg,,,15/10/2024,,,,,,,1.25,kg,[],
197,"10KG 台式 鹽酥雞 500克 x 20包 480箱 10KG 日式""真打""烏冬 (5個x200克) 紅色 160/合 1kg x 8",鹽酥雞粒,泰兴,PREMADE,10kg,,,15/10/2024,+200G,,,,,,,kg,[],
199,15KG M 太陽牌鹹豬手 14.60/磅 1000-1200克,,泰兴,,15kg,,,15/10/2024,+200G,,,,,,14.6,kg,[],
200,15KG L 太陽牌鹹豬手 14.60/磅 1200克上,,泰兴,,15kg,,,15/10/2024,+200G,,,,,,14.6,kg,[],
201,15隻裝 (生) 冇骨鹹豬手 500/合 每隻600克,,泰兴,,,,,15/10/2024,,,,,,,,lb,[],
202,15KG XS VT牌 鹹豬手 11.00/磅,,泰兴,,15kg,,,15/10/2024,,,,,,,11,kg,[],
203,15KG S VT牌 鹹豬手 11.00/磅 800-1000克,,泰兴,,15kg,,,15/10/2024,,,,,,,11,kg,[],
204,15KG M VT牌 鹹豬手 11.00/磅 1000-1200克,,泰兴,,15kg,,,15/10/2024,+200G,,,,,,11,kg,[],
205,15KG L VT牌 鹹豬手 11.00/磅 1200克上,,泰兴,,15kg,,,15/10/2024,+200G,,,,,,11,kg,[],
206,25 KG 輝煌 豬 後赤 9.80/磅 P 727 24磅 旭日太陽雞肉腸 12.00/磅 32包 x12oz,,泰兴,,,,,15/10/2024,,,,,,,12,kg,[],
207,20 KG 輝煌 豬 梅肉 10.50/磅 24 磅 勝利寶牌 高級雞肉腸 12.00/磅 32包 x12oz,豬梅肉,泰兴,PORK,,,,15/10/2024,,,,,,,12,kg,[],
208,25 KG 輝煌 豬 肉眼 11.00/磅,牛肉眼,泰兴,BEEF,,,,15/10/2024,,,,,,,11,kg,[],
209,20 KG 輝煌 豬手 3.50/磅,,泰兴,,,,,15/10/2024,,,,,,,3.5,kg,[],
210,18 KG 輝煌 豬脷 4.20/磅,豬舌,泰兴,PORK,,,,15/10/2024,,,,,,,4.2,kg,[],
211,10 KG  豬手 3.00/磅,,泰兴,,,,AURORA,15/10/2024,,,,,,,3,kg,[],
212,10 KG  腩排條 7.60/磅 腸 蜜糖 迷你 栗米 熱狗粒 400 /箱 12小盒 x20粒,,泰兴,,,,AURORA,15/10/2024,,,,,,,7.6,kg,[],
213,25 KG Aurora 肋排 11.20/磅 每箱12 磅 細 栗米 熱狗 6枝裝 400 /箱 12小盒 x 6枝,豬肋排,泰兴,PORK,,,AURORA,15/10/2024,,,,,,,11.2,kg,[],
214,20 KG  頸骨 5.00/磅,豬頸骨,泰兴,PORK,,,ALIBEM,15/10/2024,,,,,,,5,kg,[],
215,22KG  分包 肋排 11.20/磅 20KG 豬肉灌腸 ( 紅布腸) 30.00/KG 旭日牌 2x10K 裝,豬肋排,泰兴,PORK,10kg,,ALIBEM,15/10/2024,,,,,,,30,kg,[],
216,22 KG  并裝 肋排 11.20/磅 10 KG 芝士 雞尾腸 2.5 kg x 4包 18.00/磅,豬肋排,泰兴,PORK,,,ALIBEM,15/10/2024,,,,,,,18,kg,[],
217,10 KG 蜜糖 雞尾腸 2.5 kg x 4包 14.00/磅,,泰兴,,,,,15/10/2024,,,,,,,14,kg,[],
218,30KG 片裝煙腩(原箱) 奧運牌 35 /磅,,泰兴,,30kg,,,15/10/2024,,,,,,,,kg,[],
219,60包裝 煙腩片(Olympia) 每包200克 1320/扎 2 x 30包,,泰兴,,,,,15/10/2024,+200G,,,,,,,lb,[],
220,72.75磅 飛馬火腿 ( 罐裝 ) 17.90/磅,火腿,泰兴,PREMADE,,,,15/10/2024,,,,,,,17.9,lb,[],
221,72.75磅 金星火腿 ( 罐裝 ) 20.10/磅,火腿,泰兴,PREMADE,,,,15/10/2024,,,,,,,20.1,lb,[],
222,"10磅 衛星2號火腿扒 17.70/磅 四片裝, 10包",火腿,泰兴,PREMADE,,,,15/10/2024,,,,,,,17.7,lb,[],
223,20包 奧運牌 火腿片 275/合 每包340克,火腿,泰兴,PREMADE,,,,15/10/2024,,,,,,,,pc,[],
224,10KG 黑椒 煙鴨胸 200-220克 34.00/KG ECD 20包 豬仔三文治腿片 220/合 227克,,泰兴,,10kg,,,15/10/2024,+200G,,,,,,34,kg,[],
225,10磅 10片裝火腿 18.00/磅,火腿,泰兴,PREMADE,,,,15/10/2024,,,,,,,18,lb,[],
226,12 KG 力高 粟米 8.20 /磅  10磅 白盒腿片 15.80/磅,粟米,泰兴,VEGETABLE,,,LIGO,15/10/2024,,,,,,,15.8,kg,[],
227,12KG 力高 青豆 8.20 /磅  24包裝 400克方條火腿 (磚) 380/合 勝利寶,火腿,泰兴,PREMADE,12kg,,LIGO,15/10/2024,,,,,,,8.2,kg,[],
228,"27 LB 力高 曲條 3/8"" (膠裝) 9.00 /磅  14.5KG 三文治火腿 16.90/磅 皇朝牌",火腿,泰兴,PREMADE,5kg,,LIGO,15/10/2024,,,,,,,16.9,kg,[],
229,"27 LB 力高 幼直 1/4"" 11.00 /磅  20磅 火腿肉 13.30/磅",火腿,泰兴,PREMADE,,,LIGO,15/10/2024,直,,,,,,13.3,lb,[],
230,30 LB 力高 粗直 11.00 /磅  20磅 火腿丸 23.40/磅 每包 2 磅,火腿,泰兴,PREMADE,,,LIGO,15/10/2024,直,,,,,,23.4,lb,[],
231,16.9 LB Simplot 120's 大薯餅 330/合 10塊 x 12小盒,,泰兴,,,,,15/10/2024,,,,,,,16.9,lb,[],
232,33.8 LB Simplot 240's 大薯餅 640/合 20 x 12 小合,,泰兴,,,,,15/10/2024,,,,,,,33.8,lb,[],
233,27 LB Simplot 辣味 薯格 12.00 /磅,,泰兴,,,,,15/10/2024,,,,,,,12,lb,[],
235,15 KG SUBLIME 雞中亦 30克上 10.20/磅,雞中翼,泰兴,CHICKEN,,中國,,15/10/2024,,,,,,,10.2,kg,[],
236,15 KG FRIATO IQF 雞中亦 2.5kg x 6 11.80/磅,雞中翼,泰兴,CHICKEN,5kg,中國,FRIALTO,15/10/2024,2.5K+,,,,,,11.8,kg,[],
237,18KG 大使 雞中亦 13.20/ 磅 P 2539 紙盒裝方便 即食餸菜包 2022年9月1日起加 每小盒加 HK$ 1,雞中翼,泰兴,CHICKEN,18kg,加拿大,DIPLOMATA,15/10/2024,,,,,,,13.2,kg,[],
238,12 KG 美國 M 雞扒 10.00/磅 Mountaire 9月1日新價,雞扒,泰兴,CHICKEN,,美國,,15/10/2024,,,,,,,10,kg,[],
239,15 KG Aurora 雞全亦 90克上 7.20/磅 ECD 16 小盒/ 箱 ECD 紅酒牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,,,AURORA,15/10/2024,,,,,,,7.2,kg,[],
240,12 KG Aurora 去皮 雞扒 10.00/磅 16 小盒/ 箱 ECD 咖哩牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,,,AURORA,15/10/2024,去皮,,,,,,10,kg,[],
241,10 KG 中佳 中亦 50克上 22.50/ 磅 16 小盒/ 箱 ECD 東坡肉 200克 每箱HK$ 256,雞中翼,泰兴,CHICKEN,,中國,,,+200G,,,,,,22.5,kg,[],
242,10 KG 中佳 IQF 小雞胸 15.80/KG 16 小盒/ 箱 ECD 梅菜扣肉 250克 每箱HK$ 256,雞大胸,泰兴,CHICKEN,,中國,,,,,,,,,15.8,kg,[],
243,15 KG 中佳 雞扒 300克上 8.80 /磅 12 小盒/箱 ECD 冬瓜 鴨腿湯 600克 每箱HK$ 192,雞扒,泰兴,CHICKEN,,中國,,,+300G,,,,,,8.8,kg,[],
244,12KG 中佳 去皮上比肉 8.60/磅 12 小盒/箱 ECD 蟲草花 鴨腿湯 600克 每箱HK$ 192,,泰兴,,12kg,中國,,,去皮,,,,,,8.6,kg,[],
245,12KG 中佳 去皮 大胸 15.50 /KG 16 小盒/ 箱 ECD 鎮江骨 200克 每箱HK$ 256,,泰兴,,12kg,中國,,,+200G,去皮,,,,,15.5,kg,[],
246,12 KG 龍城 去皮大胸 15.50/KG 16 小盒/ 箱 ECD 栗子燜鴨 250克 每箱HK$ 256,,泰兴,,,,,,去皮,,,,,,15.5,kg,[],
247,15 KG 龍城 雞扒 300克上 8.80 /磅,雞扒,泰兴,CHICKEN,,,,,+300G,,,,,,8.8,kg,[],
248,15 KG 龍城 雞比 180-200克 8.00/磅,,泰兴,,,,,,+200G,,,,,,8,kg,[],
249,15 KG 龍城 雞比 200-220克 8.00/磅 50包 御鮑片 300g x 25包 x 2扎 1000/扎,,泰兴,,,,,,+200G,+300G,,,,,8,kg,[],
250,15 KG 龍城 雞比 220-240克 8.00/磅 12KG ECD 大炸魚丸 20.00/磅 3KG x 4 約45克,,泰兴,,12kg,,,,220/240,,,,,,20,kg,[],
251,15 KG 龍城 雞比 320-340克 7.40/磅 12KG ECD 白魚丸 20.00/磅 3KG x 4,,泰兴,,12kg,,,,,,,,,,20,kg,[],
252,30 磅 美國 樂奇比 240-260克 7.50/磅 12KG ECD 炸魚片頭 19.00/磅 3KG x 4,,泰兴,,12kg,美國,,,240/260,,,,,,19,kg,[],
253,30 磅 美國 樂奇比 260-280克 7.50/磅 12KG ECD 花枝丸 21.00/磅 3KG x 4袋,,泰兴,,12kg,美國,,,260/280,,,,,,21,kg,[],
254,30 磅 美國 寶鵰 雞比 200-220克 7.50/磅 Perdue 20LB ECD 魚蓉燒賣 9.80/磅 20包 X 1LB,,泰兴,,,美國,,,+200G,,,,,,9.8,lb,[],
255,30 磅 美國 寶鵰 雞比 220-240克 7.50/磅 Perdue 18KG ECD 魚蓉燒賣 9.40/磅 3 KG X 6,,泰兴,,18kg,美國,,,220/240,,,,,,9.4,kg,[],
256,30 磅 美國 寶鵰 雞比 240-260克 7.50/磅 Perdue 18KG ECD 雞肉 燒買 10.5/ 磅 3 KG X 6,,泰兴,,18kg,美國,,,240/260,,,,,,10.5,kg,[],
257,20LB ECD 雞肉 燒賣 11.00/磅 20包 X 1LB,,泰兴,,,,,,,,,,,,11,lb,[],
258,10磅 ECD 栗米墨魚餅 260/箱 2 LB X 5,,泰兴,,,墨西哥,,,,,,,,,,lb,[],
259,12KG ECD 大粒 墨魚丸 25.00/磅 3KG x 4 約45克,,泰兴,,12kg,墨西哥,,,,,,,,,25,kg,[],
260,15KG Vaelob 阿根庭 牛根 7.50 /磅 P 2539,,泰兴,,15kg,阿根廷,,,,,,,,,7.5,kg,[],
261,12KG Vaelob 阿根庭 牛栢葉(漂) 28 /磅 P 2539 24包 鍾意食豬柳漢堡 1.3 oz (每包6塊) 540/合,,泰兴,,12kg,阿根廷,,,,,,,,,1.3,kg,[],
262,10 KG Vaelob 阿根庭 牛尾 12.50 /磅,,泰兴,,,阿根廷,,,,,,,,,12.5,kg,[],
263,2.4kg x4袋 上海大成 麥香雞 (漢堡) 370/合 4 x 50塊,,泰兴,,,,,,4K+,,,,,,2.4,kg,[],
264,12KG 上海大成 鹽酥雞粒 550/箱 3 KG x 4袋 奧運牌 100塊 1 oz 豬柳漢堡 175/合 中國,鹽酥雞粒,泰兴,PREMADE,12kg,中國,,,,,,,,,,kg,[],
265,"10KG 日式""真打""烏冬 (5個x250克)黑色 160/合 1.25k x 8",,泰兴,,10kg,,,,,,,,,,1.25,kg,[],
266,"10KG 台式 鹽酥雞 500克 x 20包 480箱 10KG 日式""真打""烏冬 (5個x200克) 紅色 160/合 1kg x 8",鹽酥雞粒,泰兴,PREMADE,10kg,,,,+200G,,,,,,,kg,[],
267,3.4K 日本 CF 風味炸帶子 480/合,炸帶子,泰兴,PREMADE,,,,,4K+,,,,,,3.4,kg,[],
269,15 KG SUBLIME 雞中亦 30克上 10.20/磅,雞中翼,泰兴,CHICKEN,,中國,,,,,,,,,10.2,kg,[],
270,15 KG FRIATO IQF 雞中亦 2.5kg x 6 11.80/磅,雞中翼,泰兴,CHICKEN,5kg,中國,FRIALTO,,2.5K+,,,,,,11.8,kg,[],
271,18KG 大使 雞中亦 13.20/ 磅 P 2539 紙盒裝方便 即食餸菜包 2022年9月1日起加 每小盒加 HK$ 1,雞中翼,泰兴,CHICKEN,18kg,加拿大,DIPLOMATA,,,,,,,,13.2,kg,[],
272,12 KG 美國 M 雞扒 10.00/磅 Mountaire 9月1日新價,雞扒,泰兴,CHICKEN,,美國,,,,,,,,,10,kg,[],
273,15 KG Aurora 雞全亦 90克上 7.20/磅 ECD 16 小盒/ 箱 ECD 紅酒牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,,,AURORA,,,,,,,,7.2,kg,[],
274,12 KG Aurora 去皮 雞扒 10.00/磅 16 小盒/ 箱 ECD 咖哩牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,,,AURORA,,去皮,,,,,,10,kg,[],
275,10 KG 中佳 中亦 50克上 22.50/ 磅 16 小盒/ 箱 ECD 東坡肉 200克 每箱HK$ 256,雞中翼,泰兴,CHICKEN,,中國,,,+200G,,,,,,22.5,kg,[],
276,10 KG 中佳 IQF 小雞胸 15.80/KG 16 小盒/ 箱 ECD 梅菜扣肉 250克 每箱HK$ 256,雞大胸,泰兴,CHICKEN,,中國,,,,,,,,,15.8,kg,[],
277,15 KG 中佳 雞扒 300克上 8.80 /磅 12 小盒/箱 ECD 冬瓜 鴨腿湯 600克 每箱HK$ 192,雞扒,泰兴,CHICKEN,,中國,,,+300G,,,,,,8.8,kg,[],
278,12KG 中佳 去皮上比肉 8.60/磅 12 小盒/箱 ECD 蟲草花 鴨腿湯 600克 每箱HK$ 192,,泰兴,,12kg,中國,,,去皮,,,,,,8.6,kg,[],
279,12KG 中佳 去皮 大胸 15.50 /KG 16 小盒/ 箱 ECD 鎮江骨 200克 每箱HK$ 256,,泰兴,,12kg,中國,,,+200G,去皮,,,,,15.5,kg,[],
280,12 KG 龍城 去皮大胸 15.50/KG 16 小盒/ 箱 ECD 栗子燜鴨 250克 每箱HK$ 256,,泰兴,,,,,,去皮,,,,,,15.5,kg,[],
281,15 KG 龍城 雞扒 300克上 8.80 /磅,雞扒,泰兴,CHICKEN,,,,,+300G,,,,,,8.8,kg,[],
282,15 KG 龍城 雞比 180-200克 8.00/磅,,泰兴,,,,,,+200G,,,,,,8,kg,[],
283,15 KG 龍城 雞比 200-220克 8.00/磅 50包 御鮑片 300g x 25包 x 2扎 1000/扎,,泰兴,,,,,,+200G,+300G,,,,,8,kg,[],
284,15 KG 龍城 雞比 220-240克 8.00/磅 12KG ECD 大炸魚丸 20.00/磅 3KG x 4 約45克,,泰兴,,12kg,,,,220/240,,,,,,20,kg,[],
285,15 KG 龍城 雞比 320-340克 7.40/磅 12KG ECD 白魚丸 20.00/磅 3KG x 4,,泰兴,,12kg,,,,,,,,,,20,kg,[],
286,30 磅 美國 樂奇比 240-260克 7.50/磅 12KG ECD 炸魚片頭 19.00/磅 3KG x 4,,泰兴,,12kg,美國,,,240/260,,,,,,19,kg,[],
287,30 磅 美國 樂奇比 260-280克 7.50/磅 12KG ECD 花枝丸 21.00/磅 3KG x 4袋,,泰兴,,12kg,美國,,,260/280,,,,,,21,kg,[],
288,30 磅 美國 寶鵰 雞比 200-220克 7.50/磅 Perdue 20LB ECD 魚蓉燒賣 9.80/磅 20包 X 1LB,,泰兴,,,美國,,,+200G,,,,,,9.8,lb,[],
289,30 磅 美國 寶鵰 雞比 220-240克 7.50/磅 Perdue 18KG ECD 魚蓉燒賣 9.40/磅 3 KG X 6,,泰兴,,18kg,美國,,,220/240,,,,,,9.4,kg,[],
290,30 磅 美國 寶鵰 雞比 240-260克 7.50/磅 Perdue 18KG ECD 雞肉 燒買 10.5/ 磅 3 KG X 6,,泰兴,,18kg,美國,,,240/260,,,,,,10.5,kg,[],
291,20LB ECD 雞肉 燒賣 11.00/磅 20包 X 1LB,,泰兴,,,,,,,,,,,,11,lb,[],
292,10磅 ECD 栗米墨魚餅 260/箱 2 LB X 5,,泰兴,,,墨西哥,,,,,,,,,,lb,[],
293,12KG ECD 大粒 墨魚丸 25.00/磅 3KG x 4 約45克,,泰兴,,12kg,墨西哥,,,,,,,,,25,kg,[],
294,15KG Vaelob 阿根庭 牛根 7.50 /磅 P 2539,,泰兴,,15kg,阿根廷,,,,,,,,,7.5,kg,[],
295,12KG Vaelob 阿根庭 牛栢葉(漂) 28 /磅 P 2539 24包 鍾意食豬柳漢堡 1.3 oz (每包6塊) 540/合,,泰兴,,12kg,阿根廷,,,,,,,,,1.3,kg,[],
296,10 KG Vaelob 阿根庭 牛尾 12.50 /磅,,泰兴,,,阿根廷,,,,,,,,,12.5,kg,[],
297,2.4kg x4袋 上海大成 麥香雞 (漢堡) 370/合 4 x 50塊,,泰兴,,,,,,4K+,,,,,,2.4,kg,[],
298,12KG 上海大成 鹽酥雞粒 550/箱 3 KG x 4袋 奧運牌 100塊 1 oz 豬柳漢堡 175/合 中國,鹽酥雞粒,泰兴,PREMADE,12kg,中國,,,,,,,,,,kg,[],
299,"10KG 日式""真打""烏冬 (5個x250克)黑色 160/合 1.25k x 8",,泰兴,,10kg,,,,,,,,,,1.25,kg,[],
300,"10KG 台式 鹽酥雞 500克 x 20包 480箱 10KG 日式""真打""烏冬 (5個x200克) 紅色 160/合 1kg x 8",鹽酥雞粒,泰兴,PREMADE,10kg,,,,+200G,,,,,,,kg,[],
302,15KG M 太陽牌鹹豬手 14.60/磅 1000-1200克,,泰兴,,15kg,,,,+200G,,,,,,14.6,kg,[],
303,15KG L 太陽牌鹹豬手 14.60/磅 1200克上,,泰兴,,15kg,,,,+200G,,,,,,14.6,kg,[],
304,15隻裝 (生) 冇骨鹹豬手 500/合 每隻600克,,泰兴,,,,,,,,,,,,,lb,[],
305,15KG XS VT牌 鹹豬手 11.00/磅,,泰兴,,15kg,,,,,,,,,,11,kg,[],
306,15KG S VT牌 鹹豬手 11.00/磅 800-1000克,,泰兴,,15kg,,,,,,,,,,11,kg,[],
307,15KG M VT牌 鹹豬手 11.00/磅 1000-1200克,,泰兴,,15kg,,,,+200G,,,,,,11,kg,[],
308,15KG L VT牌 鹹豬手 11.00/磅 1200克上,,泰兴,,15kg,,,,+200G,,,,,,11,kg,[],
309,16KG 輝煌 大腸 10.60/磅,豬大腸,泰兴,PORK,16kg,,,,,,,,,,10.6,kg,[],
310,25 KG 輝煌 豬 後赤 9.80/磅 P 727 24磅 旭日太陽雞肉腸 12.00/磅 32包 x12oz,,泰兴,,,,,,,,,,,,12,kg,[],
311,20 KG 輝煌 豬 梅肉 10.50/磅 24 磅 勝利寶牌 高級雞肉腸 12.00/磅 32包 x12oz,豬梅肉,泰兴,PORK,,,,,,,,,,,12,kg,[],
312,25 KG 輝煌 豬 肉眼 11.00/磅,牛肉眼,泰兴,BEEF,,,,,,,,,,,11,kg,[],
313,18 KG 輝煌 豬 肚 6.30/磅,,泰兴,,,,,,,,,,,,6.3,kg,[],
314,15 KG 輝煌 豬耳 10.00/磅,,泰兴,,,,,,,,,,,,10,kg,[],
315,20 KG 輝煌 豬手 3.50/磅,,泰兴,,,,,,,,,,,,3.5,kg,[],
316,20 KG 輝煌 豬腳 2.50/磅,,泰兴,,,,,,,,,,,,2.5,kg,[],
317,18 KG 輝煌 豬脷 4.20/磅,豬舌,泰兴,PORK,,,,,,,,,,,4.2,kg,[],
318,25 KG 輝煌 豬 扒 8.60 /磅,,泰兴,,,,,,,,,,,,8.6,kg,[],
319,20 KG 輝煌 豬 後桐骨 4.50 /磅,,泰兴,,,,,,,,,,,,4.5,kg,[],
320,10 KG  豬手 3.00/磅,,泰兴,,,,AURORA,,,,,,,,3,kg,[],
321,10 KG  大腸 9.50 / 磅 Foster Farms,豬大腸,泰兴,PORK,,,AURORA,,,,,,,,9.5,kg,[],
322,10 KG  腩排條 7.60/磅 腸 蜜糖 迷你 栗米 熱狗粒 400 /箱 12小盒 x20粒,,泰兴,,,,AURORA,,,,,,,,7.6,kg,[],
323,25 KG Aurora 肋排 11.20/磅 每箱12 磅 細 栗米 熱狗 6枝裝 400 /箱 12小盒 x 6枝,豬肋排,泰兴,PORK,,,AURORA,,,,,,,,11.2,kg,[],
324,20 KG  頸骨 5.00/磅,豬頸骨,泰兴,PORK,,,ALIBEM,,,,,,,,5,kg,[],
325,22KG  分包 肋排 11.20/磅 20KG 豬肉灌腸 ( 紅布腸) 30.00/KG 旭日牌 2x10K 裝,豬肋排,泰兴,PORK,10kg,,ALIBEM,,,,,,,,30,kg,[],
326,22 KG  并裝 肋排 11.20/磅 10 KG 芝士 雞尾腸 2.5 kg x 4包 18.00/磅,豬肋排,泰兴,PORK,,,ALIBEM,,,,,,,,18,kg,[],
327,30KG 片裝煙腩(原箱) 奧運牌 35 /磅,,泰兴,,30kg,,,,,,,,,,,kg,[],
328,60包裝 煙腩片(Olympia) 每包200克 1320/扎 2 x 30包,,泰兴,,,,,,+200G,,,,,,,lb,[],
329,72.75磅 飛馬火腿 ( 罐裝 ) 17.90/磅,火腿,泰兴,PREMADE,,,,,,,,,,,17.9,lb,[],
330,72.75磅 金星火腿 ( 罐裝 ) 20.10/磅,火腿,泰兴,PREMADE,,,,,,,,,,,20.1,lb,[],
331,"10磅 衛星2號火腿扒 17.70/磅 四片裝, 10包",火腿,泰兴,PREMADE,,,,,,,,,,,17.7,lb,[],
332,20包 奧運牌 火腿片 275/合 每包340克,火腿,泰兴,PREMADE,,,,,,,,,,,,pc,[],
333,10KG 黑椒 煙鴨胸 200-220克 34.00/KG ECD 20包 豬仔三文治腿片 220/合 227克,,泰兴,,10kg,,,,+200G,,,,,,34,kg,[],
334,10磅 10片裝火腿 18.00/磅,火腿,泰兴,PREMADE,,,,,,,,,,,18,lb,[],
335,12 KG 力高 粟米 8.20 /磅  10磅 白盒腿片 15.80/磅,粟米,泰兴,VEGETABLE,,,LIGO,,,,,,,,15.8,kg,[],
336,12KG 力高 青豆 8.20 /磅  24包裝 400克方條火腿 (磚) 380/合 勝利寶,火腿,泰兴,PREMADE,12kg,,LIGO,,,,,,,,8.2,kg,[],
337,"27 LB 力高 曲條 3/8"" (膠裝) 9.00 /磅  14.5KG 三文治火腿 16.90/磅 皇朝牌",火腿,泰兴,PREMADE,5kg,,LIGO,,,,,,,,16.9,kg,[],
338,20磅 火腿肉 13.30/磅,火腿,泰兴,PREMADE,,,,,,,,,,,13.3,lb,[],
339,30 LB 力高 粗直 11.00 /磅  20磅 火腿丸 23.40/磅 每包 2 磅,火腿,泰兴,PREMADE,,,LIGO,,直,,,,,,23.4,lb,[],
340,30LB Simplot 有味薯角 11.00 / 磅,,泰兴,,30lb,,,,,,,,,,11,lb,[],
341,16.9 LB Simplot 120's 大薯餅 330/合 10塊 x 12小盒,,泰兴,,,,,,,,,,,,16.9,lb,[],
342,33.8 LB Simplot 240's 大薯餅 640/合 20 x 12 小合,,泰兴,,,,,,,,,,,,33.8,lb,[],
343,27 LB Simplot 辣味 薯格 12.00 /磅,,泰兴,,,,,,,,,,,,12,lb,[],
345,15 KG SUBLIME 雞中亦 30克上 10.20/磅,雞中翼,泰兴,CHICKEN,,中國,,,,,,,,,10.2,kg,[],
346,18KG 大使 雞中亦 13.20/ 磅 P 2539,雞中翼,泰兴,CHICKEN,18kg,中國,DIPLOMATA,,,,,,,,13.2,kg,[],
347,12 KG 美國 M 雞扒 10.00/磅 Mountaire,雞扒,泰兴,CHICKEN,,美國,,,,,,,,,10,kg,[],
348,15 KG Aurora 雞全亦 90克上 7.20/磅,,泰兴,,,,AURORA,,,,,,,,7.2,kg,[],
349,10 KG 中佳 中亦 50克上 22.50/ 磅 ECD 16 小盒/ 箱 ECD 紅酒牛腩 250克 每箱HK$ 256,牛腩,泰兴,BEEF,,中國,,,,,,,,,22.5,kg,[],
350,12KG 中佳 去皮 大胸 15.50 /KG 16 小盒/ 箱 ECD 東坡肉 200克 每箱HK$ 256,,泰兴,,12kg,中國,,,+200G,去皮,,,,,15.5,kg,[],
