,productName,productTag,supplier,category,packing,origin,brand,effectiveDate,spec1,spec2,spec3,spec4,spec5,spec6,price,weightUnit,warehouse,notes
3533,奇妙牌 羔羊有骨羊肶,,浩新,,20K,中國,,,,,,,,,35.00,lb,嘉1,
3534,奇妙牌 12支 法式羊架,法式羊架,浩新,LAMB,20K,中國,,,,,,,,,102.00,kg,嘉1,
3535,奇妙牌 8支 法式羊架,法式羊架,浩新,LAMB,20K,中國,,,,,,,,,106.00,kg,嘉1,
3536,奇妙牌 4支 法式羊架,法式羊架,浩新,LAMB,20K,中國,,,,,,,,,清,kg,嘉1,
3537,SP 青口肉 12 x 1kg,,浩新,,12K,紐西蘭,,,,,,,,,24.00,lb,嘉1,
3538,Mira Bay 翡翠螺 XL,,浩新,,13K,加拿大,,,,,,,,,清,lb,嘉1,
3539,Mira Bay 翡翠螺 L,,浩新,,13K,加拿大,,,,,,,,,28.00,lb,嘉1,
3540,Mira Bay 翡翠螺 M,,浩新,,13K,加拿大,,,,,,,,,26.50,lb,嘉1,
3541,Mira Bay 翡翠螺 S,,浩新,,13K,加拿大,,,,,,,,,28.00,lb,嘉1,
3542,Mira Bay 雪蟹件(5-8oz) <新到> MSC cert.,,浩新,,30P,加拿大,,,,,,,,,50.00,lb,嘉1,
3543,銀鱈魚 5/7,銀鱈魚,浩新,SEAFOOD,50P,美國,,,5/7,,,,,,86.00,lb,嘉1,
3544,白鱈魚4/6KG (韓國),,浩新,,抄碼,,,,,,,,,,128.00,lb,嘉1,
3545,原隻生龍蝦,,浩新,,10K,美國,,,,,,,,,96.00,lb,嘉1,
3546,CANTERBURY 青衣柳 500-1000G,青衣魚柳,浩新,SEAFOOD,10K,紐西蘭,,,,,,,,,28.00,lb,嘉1,
3547,CANTERBURY 青衣柳 1-2K,青衣魚柳,浩新,SEAFOOD,10K,紐西蘭,,,1/2,,,,,,33.50,lb,嘉1,
3548,CANTERBURY 青衣柳 2-3K,青衣魚柳,浩新,SEAFOOD,10K,紐西蘭,,,2/3,,,,,,34.50,lb,嘉1,
3549,CANTERBURY 青衣柳 3K+,青衣魚柳,浩新,SEAFOOD,10K,紐西蘭,,,,,,,,,35.50,lb,嘉1,
3550,JFC刺身帶子 2L,,浩新,,10K,,,,,,,,,,450.00,kg,嘉1,
3551,JFC刺身帶子 L,,浩新,,10K,,,,,,,,,,390.00,kg,嘉1,
3552,JFC刺身帶子 M,,浩新,,10K,,,,,,,,,,330.00,kg,嘉1,
